ID,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Subgenus,Species,Subspecies,TaxonLevel,Extinct?,OriginalName,ValidName,Author,Date,ActualDate,CitationName,CitationVolume,CitationIssue,CitationPages,CitationType,TypeSpecies,CommonName,TypeLocality,Distribution,Status,Synonyms,Comments,File,SortOrder,DisplayOrder
13801708,CHIROPTERA,,,,Molossidae,Molossinae,,Mormopterus,,loriae,ridei,SUBSPECIES,FALSE,,YES,Felten,1964,,,,,,,,,,,,,<i>norfolkensis</i> species group.,38,38-01708,38-0001-0000-0000-0000-1559-1563-0000-1697-0000-1705-1708
13801709,CHIROPTERA,,,,Molossidae,Molossinae,,Mormopterus,,minutus,,SPECIES,FALSE,,YES,Miller,1899,,Bull. Am. Mus. Nat. Hist.,12,,173,,,Little Goblin Bat,"Cuba, Las Villas, Trinidad, San Pablo.",Cuba.,IUCN 2003 and IUCN/SSC Action Plan (2001) – Vulnerable.,,<i>kalinowskii</i> species group.,38,38-01709,38-0001-0000-0000-0000-1559-1563-0000-1697-0000-1709
13801710,CHIROPTERA,,,,Molossidae,Molossinae,,Mormopterus,,norfolkensis,,SPECIES,FALSE,,YES,Gray,1840,,Ann. Nat. Hist.,4,,7,,,Eastern Little Mastiff Bat,"Australia, Norfolk Isl (S Pacific Ocean); uncertain.","Norfolk Isl?, SE Queensland, E New South Wales (Australia).",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc).,"<i>wilcoxii</i>  Krefft, 1871.",<i>norfolkensis</i> species group. There is considerable doubt as to the status of this species; see Hill (1961<i>b</i>) and Koopman (1984<i>c</i>). Freeman (1981) included <i>wilcoxii</i> in <i>planiceps</i>.,38,38-01710,38-0001-0000-0000-0000-1559-1563-0000-1697-0000-1710
13801711,CHIROPTERA,,,,Molossidae,Molossinae,,Mormopterus,,phrudus,,SPECIES,FALSE,,YES,Handley,1956,,Proc. Biol. Soc. Wash.,69,,197,,,Incan Little Mastiff Bat,"Peru, Cuzco, Machu Picchu, Urubamba River, San Miguel Bridge.",Peru.,IUCN 2003 and IUCN/SSC Action Plan (2001) – Endangered.,,<i>kalinowskii</i> species group.,38,38-01711,38-0001-0000-0000-0000-1559-1563-0000-1697-0000-1711
13801712,CHIROPTERA,,,,Molossidae,Molossinae,,Mormopterus,,planiceps,,SPECIES,FALSE,,YES,Peters,1866,,Monatsb. K. Preuss. Akad. Wiss. Berlin,1866,,23,,,Southern Free-tailed Bat,"Australia. Probably New South Wales, Sydney; see Iredale and Troughton (1934) for discussion.",S and C Australia.,IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc).,"<i>petersi</i>  Leche, 1844.","<i>norfolkensis</i> species group. Formerly included <i>loriae</i>, but see Flannery (1995<i>a</i>) and Bonaccorso (1998). See Hill (1961<i>b</i>) and Koopman (1984<i>c</i>). This complex may includes at as many as three undescribed species; see Menkhorst and Knight (2001).",38,38-01712,38-0001-0000-0000-0000-1559-1563-0000-1697-0000-1712
13801713,CHIROPTERA,,,,Molossidae,Molossinae,,Myopterus,,,,GENUS,FALSE,,YES,E. Geoffroy,1818,,Descrip. de L'Egypte,2,,113,,"<i>Myopterus senegalensis</i> Oken, 1816 (not available) (= <i>Myopterus daubentonii</i> Desmarest, 1820).",,,,,"<i>Eomops</i>  Thomas, 1905.",Includes <i>Eomops</i>; see Hayman and Hill (1971).,38,38-01713,38-0001-0000-0000-0000-1559-1563-0000-1713
13801714,CHIROPTERA,,,,Molossidae,Molossinae,,Myopterus,,daubentonii,,SPECIES,FALSE,,YES,Desmarest,1820,,"Mammalogie, <i>in</i> Encyclop. Méth.",1,,132,,,Daubenton's Winged-mouse Bat,Senegal.,"Senegal, Côte d’Ivoire, NE Dem. Rep. Congo, Central African Republic.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Data Deficient.,"<b><i>albatus</i> </b> Thomas, 1915.",Holotype lost; neotype designated by Adam et al. (1993). Includes <i>albatus</i>; see Koopman (1989<i>b</i>) and Adam et al. (1993).,38,38-01714,38-0001-0000-0000-0000-1559-1563-0000-1713-0000-1714
13801715,CHIROPTERA,,,,Molossidae,Molossinae,,Myopterus,,daubentonii,daubentonii,SUBSPECIES,FALSE,,YES,Desmarest,1820,,"Mammalogie, <i>in</i> Encyclop. Méth.",1,,132,,,,Senegal.,,,<b><i>&nbsp;</i> </b>,,38,38-01715,38-0001-0000-0000-0000-1559-1563-0000-1713-0000-1714-1715
13801716,CHIROPTERA,,,,Molossidae,Molossinae,,Myopterus,,daubentonii,albatus,SUBSPECIES,FALSE,,YES,Thomas,1915,,,,,,,,,,,,,,38,38-01716,38-0001-0000-0000-0000-1559-1563-0000-1713-0000-1714-1716
13801717,CHIROPTERA,,,,Molossidae,Molossinae,,Myopterus,,whitleyi,,SPECIES,FALSE,,YES,Scharff,1900,,"Ann. Mag. Nat. Hist., ser. 7",6,,569,,,Bini Winged-mouse Bat,"Nigeria, Mid-Western Region, Benin City.","Ghana, Nigeria, Cameroon, Dem. Rep. Congo, Uganda.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc).,,Reviewed by Adam et al. (1993).,38,38-01717,38-0001-0000-0000-0000-1559-1563-0000-1713-0000-1717
13801718,CHIROPTERA,,,,Molossidae,Molossinae,,Nyctinomops,,,,GENUS,FALSE,,YES,Miller,1902,,Proc. Acad. Nat. Sci. Phil.,54,,393,,"<i>Nyctinomus femorosaccus</i> Merriam, 1889.",,,,,,"Formerly included in <i>Tadarida</i> but apparently distinct; see Hall (1981) and Legendre (1984), but also see Freeman (1981). A key to the species was presented by Kumirai and Jones (1990).",38,38-01718,38-0001-0000-0000-0000-1559-1563-0000-1718
13801719,CHIROPTERA,,,,Molossidae,Molossinae,,Nyctinomops,,aurispinosus,,SPECIES,FALSE,,YES,Peale,1848,,"Mammalia, <i>in</i> Repts. U.S. Expl. Surv.",8,,21,,,Peale's Free-tailed Bat,"Brazil, Rio Grande do Norte, 100 mi. (161 km) off Cape Sao Roque.","Sonora and Tamaulipas (Mexico) to Peru, Bolivia, and Brazil.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc).,"<i>similis</i>  Sanborn, 1941.",Includes <i>similis</i>; see Jones and Arroyo-Cabrales (1990).,38,38-01719,38-0001-0000-0000-0000-1559-1563-0000-1718-0000-1719
13801720,CHIROPTERA,,,,Molossidae,Molossinae,,Nyctinomops,,femorosaccus,,SPECIES,FALSE,,YES,Merriam,1889,,N. Am. Fauna,2,,23,,,Pocketed Free-tailed Bat,"USA, California, Riverside Co., Palm Springs.","Guerrero (Mexico) to New Mexico, Arizona, California (USA) and Baja California (Mexico).",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc).,,See Kumirai and Jones (1990).,38,38-01720,38-0001-0000-0000-0000-1559-1563-0000-1718-0000-1720
13801721,CHIROPTERA,,,,Molossidae,Molossinae,,Nyctinomops,,laticaudatus,,SPECIES,FALSE,,YES,E. Geoffroy,1805,,Ann. Mus. Natn. Hist. Nat. Paris,6,,156,,,Broad-eared Free-tailed Bat,"Paraguay, Asunción.","Tamaulipas and Jalisco (Mexico) to Venezuela and the Guianas, NW Peru, Bolivia, N Argentina, Paraguay, and Brazil; Trinidad; Cuba.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc).,"<i>caecus</i>  Rengger, 1830; <i>espiritosantensis</i> Ruschi, 1951 [see discussion of availability in Pine and Ruschi, 1976]; <i>gracilis</i> Dobson, 1876; <b><i>europs</i></b> H. Allen, 1889;<i> <b>ferruginea</b></i> Goodwin, 1954; <b><i>macarenensis</i></b><i> </i>Barriga-Bonilla, 1965; <b><i>yucatanicus</i></b> Miller, 1902.","Includes <i>yucatanicus</i>, <i>europs</i>, and <i>gracilis</i>; see Silva-Taboada and Koopman (1964), Freeman (1981), and Avila-Flores et al. (2002). Includes <i>espiritosantensis</i>, see Zortéa and Taddei (1995) and Avila-Flores et al. (2002). Note that the correct spelling for the specific epithet in combination with <i>Nyctinomops</i> is <i>laticaudatus</i> (not <i>laticaudata</i>) because the generic name is masculine. Reviewed by Avila-Flores et al. (2002).",38,38-01721,38-0001-0000-0000-0000-1559-1563-0000-1718-0000-1721
13801722,CHIROPTERA,,,,Molossidae,Molossinae,,Nyctinomops,,laticaudatus,laticaudatus,SUBSPECIES,FALSE,,YES,E. Geoffroy,1805,,Ann. Mus. Natn. Hist. Nat. Paris,6,,156,,,,"Paraguay, Asunción.",,,,,38,38-01722,38-0001-0000-0000-0000-1559-1563-0000-1718-0000-1721-1722
13801723,CHIROPTERA,,,,Molossidae,Molossinae,,Nyctinomops,,laticaudatus,europs,SUBSPECIES,FALSE,,YES,H. Allen,1889,,,,,,,,,,,,,,38,38-01723,38-0001-0000-0000-0000-1559-1563-0000-1718-0000-1721-1723
13801724,CHIROPTERA,,,,Molossidae,Molossinae,,Nyctinomops,,laticaudatus,ferruginea,SUBSPECIES,FALSE,,YES,Goodwin,1954,,,,,,,,,,,,,,38,38-01724,38-0001-0000-0000-0000-1559-1563-0000-1718-0000-1721-1724
13801725,CHIROPTERA,,,,Molossidae,Molossinae,,Nyctinomops,,laticaudatus,macarenensis,SUBSPECIES,FALSE,,YES,Barriga-Bonilla,1965,,,,,,,,,,,,,,38,38-01725,38-0001-0000-0000-0000-1559-1563-0000-1718-0000-1721-1725
13801726,CHIROPTERA,,,,Molossidae,Molossinae,,Nyctinomops,,laticaudatus,yucatanicus,SUBSPECIES,FALSE,,YES,Miller,1902,,,,,,,,,,,,,,38,38-01726,38-0001-0000-0000-0000-1559-1563-0000-1718-0000-1721-1726
13801727,CHIROPTERA,,,,Molossidae,Molossinae,,Nyctinomops,,macrotis,,SPECIES,FALSE,,YES,Gray,1840,,Ann. Nat. Hist.,4,,5,,,Big Free-tailed Bat,Cuba.,"SW British Columbia and Iowa (USA) to SW Mexico; Colombia, Venezuela, Guyana, and Surinam to Peru, N Argentina and Uruguay; Cuba; Jamaica; Hispaniola.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc).,"<i>aequatoralis</i>  J. A. Allen, 1914; <i>affinis</i> J. A. Allen, 1900; <i>auritus</i> Wagner, 1843;<i> depressus</i> Ward, 1891; <i>megalotis</i> Dobson, 1876; <i>molossa</i> Hershkovitz, 1949 [not Pallas]; <i>nevadensis</i> H. Allen, 1894.","Called <i>Tadarida</i> <i>molossa</i> by Hall and Kelson (1959), but see Husson (1962). See Milner et al. (1990) and Timm and Genoways (2003).",38,38-01727,38-0001-0000-0000-0000-1559-1563-0000-1718-0000-1727
13801728,CHIROPTERA,,,,Molossidae,Molossinae,,Otomops,,,,GENUS,FALSE,,YES,Thomas,1913,,J. Bombay Nat. Hist. Soc.,22,,90,,"<i>Nyctinomus wroughtoni</i> Thomas, 1913.",,,,,,Reviewed by Peterson et al. (1995).,38,38-01728,38-0001-0000-0000-0000-1559-1563-0000-1728
13801729,CHIROPTERA,,,,Molossidae,Molossinae,,Otomops,,formosus,,SPECIES,FALSE,,YES,Chasen,1939,,Treubia,17,,186,,,Java Giant Mastiff Bat,"Indonesia, W Java, Tjibadak.",Java.,IUCN 2003 and IUCN/SSC Action Plan (2001) – Vulnerable.,,"Reviewed by Boeadi (1990), Kitchener et al. (1992<i>a</i>), and Walston and Bates (2001).",38,38-01729,38-0001-0000-0000-0000-1559-1563-0000-1728-0000-1729
13801730,CHIROPTERA,,,,Molossidae,Molossinae,,Otomops,,johnstonei,,SPECIES,FALSE,,YES,"Kitchener, How, and Maryanto",1992,,Rec. W. Aust. Mus.,15,,730,,,Johnstone's Giant Mastiff Bat,"Indonesia, Nusa Tenggara, Alor Isl, Desa Apui, 08°15'S, 124°43'E.",Alor Isl (Indonesia).,IUCN 2003 and IUCN/SSC Action Plan (2001) – Vulnerable.,,Known only from the holotype.,38,38-01730,38-0001-0000-0000-0000-1559-1563-0000-1728-0000-1730
13801731,CHIROPTERA,,,,Molossidae,Molossinae,,Otomops,,madagascariensis,,SPECIES,FALSE,,YES,Dorst,1953,,Mém. Inst. Scient. Madagascar (A),8,,236,,,Malagasy Giant Mastiff Bat,"Madagascar, S of Soalala, Namoroka, Réserve naturelle intégrale (no. 8), 16°23’S, 45°28’E.","N, S, and W Madagascar.",IUCN 2003 – Not evaluated; not considered in IUCN/SSC Action Plan (2001).,,Reviewed by Peterson et al. (1995).,38,38-01731,38-0001-0000-0000-0000-1559-1563-0000-1728-0000-1731
13801732,CHIROPTERA,,,,Molossidae,Molossinae,,Otomops,,martiensseni,,SPECIES,FALSE,,YES,Matschie,1897,,Arch. Naturgesch.,63,1,84,,,Large-eared Giant Mastiff Bat,"Tanzania, W of Tanga, SE Usambara Mtns, Magrotto Plantation.",Yemen; Djibouti and Central African Republic to Angola and KwaZulu-Natal (South Africa); Ghana.,IUCN 2003 and IUCN/SSC Action Plan (2001) – Vulnerable.,"<b><i>icarus</i> </b> Chubb, 1917.","Formerly included <i>madagascariensis</i> (e.g., Hayman and Hill, 1971; Koopman, 1993, 1994), but see Peterson et al. (1995). Reviewed by Al-Jumaily (1999).",38,38-01732,38-0001-0000-0000-0000-1559-1563-0000-1728-0000-1732
13801733,CHIROPTERA,,,,Molossidae,Molossinae,,Otomops,,martiensseni,martiensseni,SUBSPECIES,FALSE,,YES,Matschie,1897,,Arch. Naturgesch.,63,1,84,,,,"Tanzania, W of Tanga, SE Usambara Mtns, Magrotto Plantation.",,,<b><i>&nbsp;</i> </b>,,38,38-01733,38-0001-0000-0000-0000-1559-1563-0000-1728-0000-1732-1733
13801734,CHIROPTERA,,,,Molossidae,Molossinae,,Otomops,,martiensseni,icarus,SUBSPECIES,FALSE,,YES,Chubb,1917,,,,,,,,,,,,,,38,38-01734,38-0001-0000-0000-0000-1559-1563-0000-1728-0000-1732-1734
13801735,CHIROPTERA,,,,Molossidae,Molossinae,,Otomops,,papuensis,,SPECIES,FALSE,,YES,Lawrence,1948,,J. Mammal.,29,,413,,,Papuan Giant Mastiff Bat,"Papua New Guinea, Gulf Prov., Vailala River.",SE New Guinea.,IUCN 2003 and IUCN/SSC Action Plan (2001) – Vulnerable.,,"Reviewed by Kitchener et al. (1992<i>a</i>); also see Hill (1983), Flannery (1995<i>a</i>), and Bonaccorso (1998).",38,38-01735,38-0001-0000-0000-0000-1559-1563-0000-1728-0000-1735
13801736,CHIROPTERA,,,,Molossidae,Molossinae,,Otomops,,secundus,,SPECIES,FALSE,,YES,Hayman,1952,,"<i>In</i> Laurie, Bull. Brit. Mus. (Nat. Hist.), Zool.",1,,314,,,Mantled Giant Mastiff Bat,"Papua New Guinea, Madang Prov., Tapu.",NE New Guinea.,IUCN 2003 and IUCN/SSC Action Plan (2001) – Vulnerable.,,"Distinct from <i>papuensis</i>; see Kitchener et al. (1992<i>a</i>). Also see Hill (1983), Flannery (1995<i>a</i>), and Bonaccorso (1998).",38,38-01736,38-0001-0000-0000-0000-1559-1563-0000-1728-0000-1736
13801737,CHIROPTERA,,,,Molossidae,Molossinae,,Otomops,,wroughtoni,,SPECIES,FALSE,,YES,Thomas,1913,,J. Bombay Nat. Hist. Soc.,22,,87,,,Wroughton's Giant Mastiff Bat,"India, Mysore, Kanara, near Talewadi, Barapede Cave.","S and NE India, Cambodia.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Critically Endangered.,,"Reviewed by Bates and Harrison (1997), Walston and Bates (2001), and Thabah and Bates (2002).",38,38-01737,38-0001-0000-0000-0000-1559-1563-0000-1728-0000-1737
13801738,CHIROPTERA,,,,Molossidae,Molossinae,,Platymops,,,,GENUS,FALSE,,YES,Thomas,1906,,"Ann. Mag. Nat. Hist., ser. 7",7,,499,,"<i>Platymops</i> <i>macmillani</i> Thomas, 1906 (= <i>Mormopterus</i> <i>setiger</i> Peters, 1878).",,,,,,"Included in <i>Mormopterus</i> by Freeman (1981) and Koopman (1993, 1994), but see Harrison and Fleetwood (1960), Corbet and Hill (1992), and Peterson et al. (1995).",38,38-01738,38-0001-0000-0000-0000-1559-1563-0000-1738
13801739,CHIROPTERA,,,,Molossidae,Molossinae,,Platymops,,setiger,,SPECIES,FALSE,,YES,Peters,1878,,Monatsb. K. Preuss. Akad. Wiss. Berlin,1878,,196,,,Peters's Flat-headed Bat,"Kenya, Taita.","S Sudan, Ethiopia, Kenya.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc) as <i>Mormopterus</i> <i>setiger</i>.,"<i>parkeri</i>  Harrison and Fleetwood, 1960; <b><i>macmillani</i></b> Thomas, 1906; <i>barbatogularis</i> Harrison, 1956.",,38,38-01739,38-0001-0000-0000-0000-1559-1563-0000-1738-0000-1739
13801740,CHIROPTERA,,,,Molossidae,Molossinae,,Platymops,,setiger,setiger,SUBSPECIES,FALSE,,YES,Peters,1878,,Monatsb. K. Preuss. Akad. Wiss. Berlin,1878,,196,,,,"Kenya, Taita.",,,,,38,38-01740,38-0001-0000-0000-0000-1559-1563-0000-1738-0000-1739-1740
13801741,CHIROPTERA,,,,Molossidae,Molossinae,,Platymops,,setiger,macmillani,SUBSPECIES,FALSE,,YES,Thomas,1906,,,,,,,,,,,,,,38,38-01741,38-0001-0000-0000-0000-1559-1563-0000-1738-0000-1739-1741
13801742,CHIROPTERA,,,,Molossidae,Molossinae,,Promops,,,,GENUS,FALSE,,YES,Gervais,1856,,"<i>In</i> Comte de Castelnau, Exped. Partes Cen. Am. Sud., Zool.(Sec. 7)",Vol 1,pt. 2(Mammifères),58,,"<i>Promops ursinus</i> Gervais, 1856 (= <i>Molossus nasutus</i> Spix, 1823).",,,,,,,38,38-01742,38-0001-0000-0000-0000-1559-1563-0000-1742
13801743,CHIROPTERA,,,,Molossidae,Molossinae,,Promops,,centralis,,SPECIES,FALSE,,YES,Thomas,1915,,"Ann. Mag. Nat. Hist., ser. 8",16,,62,,,Big Crested Mastiff Bat,"Mexico, N Yucatán.","Jalisco and Yucatán (Mexico) to Ecuador, Peru, W Brazil, Bolivia, Paraguay, N Argentina, Guianas; Trinidad.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc).,"<b><i>davisoni</i> </b> Thomas, 1921; <b><i>occultus</i></b> Thomas, 1915.",<i>davisoni</i> may actually be a subspecies of <i>nasutus</i>; see Genoways and Williams (1979<i>b</i>) and Freeman (1981). See also Ojasti and Linares (1971).,38,38-01743,38-0001-0000-0000-0000-1559-1563-0000-1742-0000-1743
13801744,CHIROPTERA,,,,Molossidae,Molossinae,,Promops,,centralis,centralis,SUBSPECIES,FALSE,,YES,Thomas,1915,,"Ann. Mag. Nat. Hist., ser. 8",16,,62,,,,"Mexico, N Yucatán.",,,<b><i>&nbsp;</i> </b>,,38,38-01744,38-0001-0000-0000-0000-1559-1563-0000-1742-0000-1743-1744
13801745,CHIROPTERA,,,,Molossidae,Molossinae,,Promops,,centralis,davisoni,SUBSPECIES,FALSE,,YES,Thomas,1921,,,,,,,,,,,,,<i>davisoni</i> may actually be a subspecies of <i>nasutus</i>; see Genoways and Williams (1979<i>b</i>) and Freeman (1981). See also Ojasti and Linares (1971).,38,38-01745,38-0001-0000-0000-0000-1559-1563-0000-1742-0000-1743-1745
13801746,CHIROPTERA,,,,Molossidae,Molossinae,,Promops,,centralis,occultus,SUBSPECIES,FALSE,,YES,Thomas,1915,,,,,,,,,,,,,,38,38-01746,38-0001-0000-0000-0000-1559-1563-0000-1742-0000-1743-1746
13801747,CHIROPTERA,,,,Molossidae,Molossinae,,Promops,,nasutus,,SPECIES,FALSE,,YES,Spix,1823,,Sim. Vespert. Brasil.,,,58,,,Brown Mastiff Bat,"Brazil, Bahia, Sao Francisco River.","Venezuela, Trinidad, Guyana, Surinam, Brazil, Ecuador, Peru, Bolivia, Paraguay, N Argentina.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc).,"<i>fumarius</i>  Spix, 1823; <i>rufocastaneus</i> Schinz, 1844; <i>ursinus</i> Gervais, 1855; <b><i>ancilla</i></b> Thomas, 1915; <b><i>downsi</i></b> Goodwin, 1962; <b><i>fosteri</i></b> Miller, 1907; <b><i>pamana</i></b> Miller, 1913.",Includes <i>pamana</i>; see Goodwin and Greenhall (1962). May include <i>davisoni</i>; see Genoways and Williams (1979<i>b</i>) and Freeman (1981).,38,38-01747,38-0001-0000-0000-0000-1559-1563-0000-1742-0000-1747
13801748,CHIROPTERA,,,,Molossidae,Molossinae,,Promops,,nasutus,nasutus,SUBSPECIES,FALSE,,YES,Spix,1823,,Sim. Vespert. Brasil.,,,58,,,,"Brazil, Bahia, Sao Francisco River.",,,,,38,38-01748,38-0001-0000-0000-0000-1559-1563-0000-1742-0000-1747-1748
13801749,CHIROPTERA,,,,Molossidae,Molossinae,,Promops,,nasutus,ancilla,SUBSPECIES,FALSE,,YES,Thomas,1915,,,,,,,,,,,,,,38,38-01749,38-0001-0000-0000-0000-1559-1563-0000-1742-0000-1747-1749
13801750,CHIROPTERA,,,,Molossidae,Molossinae,,Promops,,nasutus,downsi,SUBSPECIES,FALSE,,YES,Goodwin,1962,,,,,,,,,,,,,,38,38-01750,38-0001-0000-0000-0000-1559-1563-0000-1742-0000-1747-1750
13801751,CHIROPTERA,,,,Molossidae,Molossinae,,Promops,,nasutus,fosteri,SUBSPECIES,FALSE,,YES,Miller,1907,,,,,,,,,,,,,,38,38-01751,38-0001-0000-0000-0000-1559-1563-0000-1742-0000-1747-1751
13801752,CHIROPTERA,,,,Molossidae,Molossinae,,Promops,,nasutus,pamana,SUBSPECIES,FALSE,,YES,Miller,1913,,,,,,,,,,,,,,38,38-01752,38-0001-0000-0000-0000-1559-1563-0000-1742-0000-1747-1752
13801753,CHIROPTERA,,,,Molossidae,Molossinae,,Sauromys,,,,GENUS,FALSE,,YES,Roberts,1917,,Ann. Transvaal Mus.,6,,5,,"<i>Platymops</i> <i>petrophilus</i> Roberts, 1917.",,,,,,"Originally described as a subgenus of <i>Platymops</i>. Included in <i>Mormopterus</i> by Freeman (1981), Legendre (1984), and Koopman (1993, 1994), but see Peterson (1965<i>a</i>), Corbet and Hill (1992), and Peterson et al. (1995).",38,38-01753,38-0001-0000-0000-0000-1559-1563-0000-1753
13801754,CHIROPTERA,,,,Molossidae,Molossinae,,Sauromys,,petrophilus,,SPECIES,FALSE,,YES,Roberts,1917,,Ann. Transvaal Mus.,6,,4,,,Roberts's Flat-headed Bat,"South Africa, Northwest Prov., near Rustenburg, Bleskap.","South Africa, Namibia, Botswana, Zimbabwe, Mozambique, perhaps Ghana.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc) as <i>Mormopterus</i> <i>petrophilus</i>.,"<b><i>erongensis</i> </b> Roberts, 1946; <b><i>fitzsimonsi</i></b> Roberts, 1946; <b><i>haagneri</i></b> Roberts, 1917; <b><i>umbratus</i></b> Shortridge and Carter, 1938.",See Jacobs and Fenton (2002).,38,38-01754,38-0001-0000-0000-0000-1559-1563-0000-1753-0000-1754
13801755,CHIROPTERA,,,,Molossidae,Molossinae,,Sauromys,,petrophilus,petrophilus,SUBSPECIES,FALSE,,YES,Roberts,1917,,Ann. Transvaal Mus.,6,,4,,,,"South Africa, Northwest Prov., near Rustenburg, Bleskap.",,,<b><i>&nbsp;</i> </b>,,38,38-01755,38-0001-0000-0000-0000-1559-1563-0000-1753-0000-1754-1755
13801756,CHIROPTERA,,,,Molossidae,Molossinae,,Sauromys,,petrophilus,erongensis,SUBSPECIES,FALSE,,YES,Roberts,1946,,,,,,,,,,,,,,38,38-01756,38-0001-0000-0000-0000-1559-1563-0000-1753-0000-1754-1756
13801757,CHIROPTERA,,,,Molossidae,Molossinae,,Sauromys,,petrophilus,fitzsimonsi,SUBSPECIES,FALSE,,YES,Roberts,1946,,,,,,,,,,,,,,38,38-01757,38-0001-0000-0000-0000-1559-1563-0000-1753-0000-1754-1757
13801758,CHIROPTERA,,,,Molossidae,Molossinae,,Sauromys,,petrophilus,haagneri,SUBSPECIES,FALSE,,YES,Roberts,1917,,,,,,,,,,,,,,38,38-01758,38-0001-0000-0000-0000-1559-1563-0000-1753-0000-1754-1758
13801759,CHIROPTERA,,,,Molossidae,Molossinae,,Sauromys,,petrophilus,umbratus,SUBSPECIES,FALSE,,YES,Shortridge and Carter,1938,,,,,,,,,,,,,,38,38-01759,38-0001-0000-0000-0000-1559-1563-0000-1753-0000-1754-1759
13801760,CHIROPTERA,,,,Molossidae,Molossinae,,Tadarida,,,,GENUS,FALSE,,YES,Rafinesque,1814,,Precis Som.,,,55,,"<i>Cephalotes teniotis</i> Rafinesque, 1814.",,,,,"<i>Austronomus</i>  Iredale and Troughton, 1934 [<i>nomen dubium</i>; later validated by Troughton, 1941]; <i>Dinops</i> Savi, 1825; <i>Dysops</i> Cretzschmar, 1830-1831 [proccupied by <i>Dysops</i> Illiger, 1911]; <i>Nictinomes</i> Gray, 1821; <i>Nyctinoma</i> Bowdich, 1821; <i>Nyctinomia</i> Fleming, 1822; <i>Rhizomops</i> Legendre, 1984.","Formerly included <i>Chaerephon</i>, <i>Mops</i>, <i>Mormopterus</i>, <i>Nyctinomops</i>, <i>Platymops</i>, and <i>Sauromys</i>, which are here treated as distinct genera. Includes <i>Rhizomops</i>; see Owen et al. (1990), but also see Legendre (1984). Mahoney and Walton (1988) regarded <i>Nyctinomus </i>(here considered a junior synonym of <i>Chaerephon</i>) as an older name for this genus. Species groups follow Koopman (1994).",38,38-01760,38-0001-0000-0000-0000-1559-1563-0000-1760
13801761,CHIROPTERA,,,,Molossidae,Molossinae,,Tadarida,,aegyptiaca,,SPECIES,FALSE,,YES,E. Geoffroy,1818,,Descrip. de L'Egypte,2,,128,,,Egyptian Free-tailed Bat,"Egypt, Giza (resticted by Koopman, 1975).","South Africa to Nigeria, Algeria, and Egypt to Saudi Arabia, Yemen and Oman, east to India and Sri Lanka, N to Afganistan.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc).,"<i>brunneus</i>  Seabra, 1900; <i>geoffroyi</i> Temminck, 1826; <i>talpinus</i> Heuglin, 1877; <i>tongaensis</i> Wettstein, 1916; <b><i>bocagei</i></b> Seabra, 1900; <i>anchietae</i> Seabra, 1900; <b><i>sindica</i></b> Wroughton, 1919; <b><i>thomasi</i></b> Wroughton, 1919; <i>gossei</i> Wroughton, 1919; <b><i>tragatus</i></b> Dobson, 1874.",<i>aegyptiaca</i> species group. Includes <i>tragata</i>; see Corbet (1978<i>c</i>) and Freeman (1981). Reviewed in part by Harrison and Bates (1991) and Bates and Harrison (1997). For African range see Taylor (2000<i>a</i>).,38,38-01761,38-0001-0000-0000-0000-1559-1563-0000-1760-0000-1761
