"","search_string","unique_name","approximate_match","ott_id","is_synonym","flags","number_matches","species","pcr_samps","sero_samps","filo_samps","hnv_samps","total_samps","surveyed","region","tree_species","filo_surv","hnv_surv","both_surv"
"475","rhinolophus blasii","Rhinolophus blasii",FALSE,"766065",FALSE,"","1","rhinolophus blasii",0,0,0,0,0,0,"Europe","Rhinolophus_blasii",NA,NA,NA
"480","rhinolophus bocharicus","Rhinolophus bocharicus",FALSE,"3614099",FALSE,"","1","rhinolophus bocharicus",0,0,0,0,0,0,"Asia","Rhinolophus_bocharicus",NA,NA,NA
"481","rhinolophus borneensis","Rhinolophus borneensis",FALSE,"662126",FALSE,"","1","rhinolophus borneensis",0,0,0,0,0,0,"Asia","Rhinolophus_borneensis",NA,NA,NA
"486","rhinolophus canuti","Rhinolophus canuti",FALSE,"3614119",FALSE,"","1","rhinolophus canuti",0,0,0,0,0,0,"Asia","Rhinolophus_canuti",NA,NA,NA
"489","rhinolophus capensis","Rhinolophus capensis",FALSE,"787393",FALSE,"","1","rhinolophus capensis",0,0,0,0,0,0,"Africa","Rhinolophus_capensis",NA,NA,NA
"490","rhinolophus celebensis","Rhinolophus celebensis",FALSE,"656402",FALSE,"","1","rhinolophus celebensis",0,0,0,0,0,0,"Asia","Rhinolophus_celebensis",NA,NA,NA
"493","rhinolophus clivosus","Rhinolophus clivosus",FALSE,"867386",FALSE,"","1","rhinolophus clivosus",0,0,0,0,0,0,"Middle East","Rhinolophus_clivosus",NA,NA,NA
"502","rhinolophus cognatus","Rhinolophus cognatus",FALSE,"3614115",FALSE,"","1","rhinolophus cognatus",0,0,0,0,0,0,"Asia","Rhinolophus_cognatus",NA,NA,NA
"505","rhinolophus convexus","Rhinolophus convexus",FALSE,"3614116",FALSE,"","1","rhinolophus convexus",0,0,0,0,0,0,"Asia","Rhinolophus_convexus",NA,NA,NA
"506","rhinolophus cornutus","Rhinolophus cornutus",FALSE,"423033",FALSE,"","1","rhinolophus cornutus",0,0,0,0,0,0,"Asia","Rhinolophus_cornutus",NA,NA,NA
"512","rhinolophus creaghi","Rhinolophus creaghi",FALSE,"215186",FALSE,"","1","rhinolophus creaghi",0,0,0,0,0,0,"Asia","Rhinolophus_creaghi",NA,NA,NA
"515","rhinolophus darlingi","Rhinolophus darlingi",FALSE,"756659",FALSE,"","1","rhinolophus darlingi",0,0,0,0,0,0,"Africa","Rhinolophus_darlingi",NA,NA,NA
"518","rhinolophus deckenii","Rhinolophus deckenii",FALSE,"3614097",FALSE,"","1","rhinolophus deckenii",0,0,0,0,0,0,"Africa","Rhinolophus_deckenii",NA,NA,NA
"519","rhinolophus denti","Rhinolophus denti",FALSE,"759458",FALSE,"","1","rhinolophus denti",0,0,0,0,0,0,"Africa","Rhinolophus_denti",NA,NA,NA
"525","rhinolophus euryale","Rhinolophus euryale",FALSE,"353435",FALSE,"","1","rhinolophus euryale",0,0,0,0,0,0,"Europe","Rhinolophus_euryale",NA,NA,NA
"528","rhinolophus euryotis","Rhinolophus euryotis",FALSE,"1052591",FALSE,"","1","rhinolophus euryotis",0,0,0,0,0,0,"Asia","Rhinolophus_euryotis",NA,NA,NA
"543","rhinolophus formosae","Rhinolophus formosae",FALSE,"103773",FALSE,"","1","rhinolophus formosae",0,0,0,0,0,0,"Asia","Rhinolophus_formosae",NA,NA,NA
"544","rhinolophus fumigatus","Rhinolophus fumigatus",FALSE,"263942",FALSE,"","1","rhinolophus fumigatus",0,0,0,0,0,0,"Africa","Rhinolophus_fumigatus",NA,NA,NA
"551","rhinolophus guineensis","Rhinolophus guineensis",FALSE,"3614101",FALSE,"","1","rhinolophus guineensis",0,0,0,0,0,0,"Africa","Rhinolophus_guineensis",NA,NA,NA
"552","rhinolophus hildebrandtii","Rhinolophus hildebrandti",FALSE,"263944",TRUE,"","1","rhinolophus hildebrandtii",0,0,0,0,0,0,"Africa","Rhinolophus_hildebrandti",NA,NA,NA
"553","rhinolophus hilli","Rhinolophus hilli",FALSE,"3614098",FALSE,"","1","rhinolophus hilli",0,0,0,0,0,0,"Africa","Rhinolophus_hilli",NA,NA,NA
"554","rhinolophus hillorum","Rhinolophus hillorum",FALSE,"3614086",FALSE,"","1","rhinolophus hillorum",0,0,0,0,0,0,"Africa","Rhinolophus_hillorum",NA,NA,NA
"555","rhinolophus hipposideros","Rhinolophus hipposideros",FALSE,"610867",FALSE,"","1","rhinolophus hipposideros",0,0,0,0,0,0,"Europe","Rhinolophus_hipposideros",NA,NA,NA
"562","rhinolophus imaizumii","Rhinolophus imaizumii",FALSE,"3614103",FALSE,"","1","rhinolophus imaizumii",0,0,0,0,0,0,"Asia","Rhinolophus_imaizumii",NA,NA,NA
"563","rhinolophus inops","Rhinolophus inops",FALSE,"656410",FALSE,"","1","rhinolophus inops",0,0,0,0,0,0,"Asia","Rhinolophus_inops",NA,NA,NA
"564","rhinolophus keyensis","Rhinolophus keyensis",FALSE,"3614111",FALSE,"","1","rhinolophus keyensis",0,0,0,0,0,0,"Asia","Rhinolophus_keyensis",NA,NA,NA
"569","rhinolophus landeri","Rhinolophus landeri",FALSE,"766062",FALSE,"","1","rhinolophus landeri",0,0,0,0,0,0,"Africa","Rhinolophus_landeri",NA,NA,NA
"586","rhinolophus maclaudi","Rhinolophus maclaudi",FALSE,"156729",FALSE,"","1","rhinolophus maclaudi",0,0,0,0,0,0,"Africa","Rhinolophus_maclaudi",NA,NA,NA
"594","rhinolophus madurensis","Rhinolophus madurensis",FALSE,"3614117",FALSE,"","1","rhinolophus madurensis",0,0,0,0,0,0,"Asia","Rhinolophus_madurensis",NA,NA,NA
"595","rhinolophus maendeleo","Rhinolophus maendeleo",FALSE,"3614114",FALSE,"","1","rhinolophus maendeleo",0,0,0,0,0,0,"Africa","Rhinolophus_maendeleo",NA,NA,NA
"597","rhinolophus marshalli","Rhinolophus marshalli",FALSE,"657546",FALSE,"","1","rhinolophus marshalli",0,0,0,0,0,0,"Asia","Rhinolophus_marshalli",NA,NA,NA
"598","rhinolophus megaphyllus","Rhinolophus megaphyllus",FALSE,"1052598",FALSE,"","1","rhinolophus megaphyllus",0,0,0,0,0,0,"Australia","Rhinolophus_megaphyllus",NA,NA,NA
"604","rhinolophus mehelyi","Rhinolophus mehelyi",FALSE,"626350",FALSE,"","1","rhinolophus mehelyi",0,0,0,0,0,0,"Europe","Rhinolophus_mehelyi",NA,NA,NA
"607","rhinolophus mitratus","Rhinolophus mitratus",FALSE,"3614090",FALSE,"","1","rhinolophus mitratus",0,0,0,0,0,0,"Asia","Rhinolophus_mitratus",NA,NA,NA
"608","rhinolophus monoceros","Rhinolophus monoceros",FALSE,"71984",FALSE,"","1","rhinolophus monoceros",0,0,0,0,0,0,"Asia","Rhinolophus_monoceros",NA,NA,NA
"609","rhinolophus montanus","Rhinolophus montanus",FALSE,"3614096",FALSE,"","1","rhinolophus montanus",0,0,0,0,0,0,"Asia","Rhinolophus_montanus",NA,NA,NA
"610","rhinolophus nereis","Rhinolophus nereis",FALSE,"3614118",FALSE,"","1","rhinolophus nereis",0,0,0,0,0,0,"Asia","Rhinolophus_nereis",NA,NA,NA
"611","rhinolophus osgoodi","Rhinolophus osgoodi",FALSE,"498185",FALSE,"","1","rhinolophus osgoodi",0,0,0,0,0,0,"Asia","Rhinolophus_osgoodi",NA,NA,NA
"612","rhinolophus paradoxolophus","Rhinolophus paradoxolophus",FALSE,"460792",FALSE,"","1","rhinolophus paradoxolophus",0,0,0,0,0,0,"Asia","Rhinolophus_paradoxolophus",NA,NA,NA
"616","rhinolophus philippinensis","Rhinolophus philippinensis",FALSE,"1052596",FALSE,"","1","rhinolophus philippinensis",0,0,0,0,0,0,"Asia","Rhinolophus_philippinensis",NA,NA,NA
"634","rhinolophus robinsoni","Rhinolophus robinsoni",FALSE,"505797",FALSE,"","1","rhinolophus robinsoni",0,0,0,0,0,0,"Asia","Rhinolophus_robinsoni",NA,NA,NA
"638","rhinolophus rouxii","Rhinolophus rouxii",FALSE,"1047994",FALSE,"","1","rhinolophus rouxii",0,0,0,0,0,0,"Asia","Rhinolophus_rouxii",NA,NA,NA
"642","rhinolophus ruwenzorii","Rhinolophus ruwenzorii",FALSE,"37375",FALSE,"","1","rhinolophus ruwenzorii",0,0,0,0,0,0,"Africa","Rhinolophus_ruwenzorii",NA,NA,NA
"643","rhinolophus sakejiensis","Rhinolophus sakejiensis",FALSE,"3614110",FALSE,"","1","rhinolophus sakejiensis",0,0,0,0,0,0,"Africa","Rhinolophus_sakejiensis",NA,NA,NA
"644","rhinolophus sedulus","Rhinolophus sedulus",FALSE,"190915",FALSE,"","1","rhinolophus sedulus",0,0,0,0,0,0,"Asia","Rhinolophus_sedulus",NA,NA,NA
"646","rhinolophus shortridgei","Rhinolophus shortridgei",FALSE,"3614109",FALSE,"","1","rhinolophus shortridgei",0,0,0,0,0,0,"Asia","Rhinolophus_shortridgei",NA,NA,NA
"647","rhinolophus siamensis","Rhinolophus siamensis",FALSE,"180047",FALSE,"","1","rhinolophus siamensis",0,0,0,0,0,0,"Asia","Rhinolophus_siamensis",NA,NA,NA
"648","rhinolophus silvestris","Rhinolophus silvestris",FALSE,"3614102",FALSE,"","1","rhinolophus silvestris",0,0,0,0,0,0,"Africa","Rhinolophus_silvestris",NA,NA,NA
"649","rhinolophus simulator","Rhinolophus simulator",FALSE,"37373",FALSE,"","1","rhinolophus simulator",0,0,0,0,0,0,"Africa","Rhinolophus_simulator",NA,NA,NA
"658","rhinolophus subbadius","Rhinolophus subbadius",FALSE,"3614100",FALSE,"","1","rhinolophus subbadius",0,0,0,0,0,0,"Asia","Rhinolophus_subbadius",NA,NA,NA
"659","rhinolophus subrufus","Rhinolophus subrufus",FALSE,"747754",FALSE,"","1","rhinolophus subrufus",0,0,0,0,0,0,"Asia","Rhinolophus_subrufus",NA,NA,NA
"662","rhinolophus swinnyi","Rhinolophus swinnyi",FALSE,"155028",FALSE,"","1","rhinolophus swinnyi",0,0,0,0,0,0,"Africa","Rhinolophus_swinnyi",NA,NA,NA
"663","rhinolophus thomasi","Rhinolophus thomasi",FALSE,"657548",FALSE,"","1","rhinolophus thomasi",0,0,0,0,0,0,"Asia","Rhinolophus_thomasi",NA,NA,NA
"666","rhinolophus trifoliatus","Rhinolophus trifoliatus",FALSE,"863506",FALSE,"","1","rhinolophus trifoliatus",0,0,0,0,0,0,"Asia","Rhinolophus_trifoliatus",NA,NA,NA
"671","rhinolophus virgo","Rhinolophus virgo",FALSE,"624281",FALSE,"","1","rhinolophus virgo",0,0,0,0,0,0,"Asia","Rhinolophus_virgo",NA,NA,NA
"672","rhinolophus yunanensis","Rhinolophus yunanensis",FALSE,"3614113",FALSE,"","1","rhinolophus yunanensis",0,0,0,0,0,0,"Asia","Rhinolophus_yunanensis",NA,NA,NA
"673","rhinolophus ziama","Rhinolophus ziama",FALSE,"3614104",FALSE,"","1","rhinolophus ziama",0,0,0,0,0,0,"Africa","Rhinolophus_ziama",NA,NA,NA
"852","rhinonicteris aurantia","Rhinonicteris aurantia",FALSE,"798260",FALSE,"","1","rhinonicteris aurantia",0,0,0,0,0,0,"Australia","Rhinonicteris_aurantia",NA,NA,NA
"1304","rhinophylla alethina","Rhinophylla alethina",FALSE,"941570",FALSE,"","1","rhinophylla alethina",0,0,0,0,0,0,"LA","Rhinophylla_alethina",NA,NA,NA
"1305","rhinophylla fischerae","Rhinophylla fischerae",FALSE,"546395",FALSE,"","1","rhinophylla fischerae",0,0,0,0,0,0,"LA","Rhinophylla_fischerae",NA,NA,NA
"1306","rhinophylla pumilio","Rhinophylla pumilio",FALSE,"546394",FALSE,"","1","rhinophylla pumilio",0,0,0,0,0,0,"LA","Rhinophylla_pumilio",NA,NA,NA
"897","rhinopoma hardwickii","Rhinopoma hardwickii",FALSE,"267981",FALSE,"","1","rhinopoma hardwickii",0,0,0,0,0,0,"Asia","Rhinopoma_hardwickii",NA,NA,NA
"902","rhinopoma macinnesi","Rhinopoma macinnesi",FALSE,"3614019",FALSE,"","1","rhinopoma macinnesi",0,0,0,0,0,0,"Africa","Rhinopoma_macinnesi",NA,NA,NA
"903","rhinopoma microphyllum","Rhinopoma microphyllum",FALSE,"971918",FALSE,"","1","rhinopoma microphyllum",0,0,0,0,0,0,"Africa","Rhinopoma_microphyllum",NA,NA,NA
"908","rhinopoma muscatellum","Rhinopoma muscatellum",FALSE,"971915",FALSE,"","1","rhinopoma muscatellum",0,0,0,0,0,0,"Middle East","Rhinopoma_muscatellum",NA,NA,NA
"1933","rhogeessa aeneus","Rhogeessa aeneus",FALSE,"108227",FALSE,"","1","rhogeessa aeneus",0,0,0,0,0,0,"LA","Rhogeessa_aeneus",NA,NA,NA
"1934","rhogeessa alleni","Rhogeessa alleni",FALSE,"76933",FALSE,"","1","rhogeessa alleni",0,0,0,0,0,0,"LA","Rhogeessa_alleni",NA,NA,NA
"1935","rhogeessa genowaysi","Rhogeessa genowaysi",FALSE,"267463",FALSE,"","1","rhogeessa genowaysi",0,0,0,0,0,0,"LA","Rhogeessa_genowaysi",NA,NA,NA
"1936","rhogeessa gracilis","Rhogeessa gracilis",FALSE,"267465",FALSE,"","1","rhogeessa gracilis",0,0,0,0,0,0,"LA","Rhogeessa_gracilis",NA,NA,NA
"1937","rhogeessa hussoni","Rhogeessa hussoni",FALSE,"3613894",FALSE,"","1","rhogeessa hussoni",0,0,0,0,0,0,"LA","Rhogeessa_hussoni",NA,NA,NA
"1938","rhogeessa io","Rhogeessa io",FALSE,"473223",FALSE,"","1","rhogeessa io",0,0,0,0,0,0,"LA","Rhogeessa_io",NA,NA,NA
"1939","rhogeessa minutilla","Rhogeessa minutilla",FALSE,"3613895",FALSE,"","1","rhogeessa minutilla",0,0,0,0,0,0,"LA","Rhogeessa_minutilla",NA,NA,NA
"1940","rhogeessa mira","Rhogeessa mira",FALSE,"687550",FALSE,"","1","rhogeessa mira",0,0,0,0,0,0,"LA","Rhogeessa_mira",NA,NA,NA
"1941","rhogeessa parvula","Rhogeessa parvula",FALSE,"76914",FALSE,"","1","rhogeessa parvula",0,0,0,0,0,0,"LA","Rhogeessa_parvula",NA,NA,NA
"1942","rhogeessa tumida","Rhogeessa tumida",FALSE,"76917",FALSE,"","1","rhogeessa tumida",0,0,0,0,0,0,"LA","Rhogeessa_tumida",NA,NA,NA
"1039","rhynchonycteris naso","Rhynchonycteris naso",FALSE,"75166",FALSE,"","1","rhynchonycteris naso",0,0,0,0,0,0,"LA","Rhynchonycteris_naso",NA,NA,NA
"410","rousettus bidens","Boneia bidens",FALSE,"798253",TRUE,"","1","rousettus bidens",0,0,0,0,0,0,"Asia","Boneia_bidens",NA,NA,NA
"411","rousettus celebensis","Rousettus celebensis",FALSE,"665999",FALSE,"","1","rousettus celebensis",0,0,0,0,0,0,"Asia","Rousettus_celebensis",NA,NA,NA
"412","rousettus lanosus","Rousettus lanosus",FALSE,"37738",FALSE,"","1","rousettus lanosus",0,0,0,0,0,0,"Africa","Rousettus_lanosus",NA,NA,NA
"417","rousettus linduensis","Rousettus linduensis",FALSE,"3613508",FALSE,"","1","rousettus linduensis",0,0,0,0,0,0,"Asia","Rousettus_linduensis",NA,NA,NA
"419","rousettus obliviosus","Rousettus obliviosus",FALSE,"20425",FALSE,"","1","rousettus obliviosus",0,0,0,0,0,0,"Africa","Rousettus_obliviosus",NA,NA,NA
"420","rousettus spinalatus","Rousettus spinalatus",FALSE,"146354",FALSE,"","1","rousettus spinalatus",0,0,0,0,0,0,"Asia","Rousettus_spinalatus",NA,NA,NA
"917","saccolaimus flaviventris","Saccolaimus flaviventris",FALSE,"468429",FALSE,"","1","saccolaimus flaviventris",0,0,0,0,0,0,"Australia","Saccolaimus_flaviventris",NA,NA,NA
"918","saccolaimus mixtus","Saccolaimus mixtus",FALSE,"3613548",FALSE,"","1","saccolaimus mixtus",0,0,0,0,0,0,"Oceania","Saccolaimus_mixtus",NA,NA,NA
"919","saccolaimus peli","Saccolaimus peli",FALSE,"3613549",FALSE,"","1","saccolaimus peli",0,0,0,0,0,0,"Africa","Saccolaimus_peli",NA,NA,NA
"1041","saccopteryx antioquensis","Saccopteryx antioquensis",FALSE,"3613560",FALSE,"","1","saccopteryx antioquensis",0,0,0,0,0,0,"LA","Saccopteryx_antioquensis",NA,NA,NA
"1042","saccopteryx bilineata","Saccopteryx bilineata",FALSE,"190912",FALSE,"","1","saccopteryx bilineata",0,0,0,0,0,0,"LA","Saccopteryx_bilineata",NA,NA,NA
"1043","saccopteryx canescens","Saccopteryx canescens",FALSE,"232381",FALSE,"","1","saccopteryx canescens",0,0,0,0,0,0,"LA","Saccopteryx_canescens",NA,NA,NA
"1046","saccopteryx gymnura","Saccopteryx gymnura",FALSE,"232377",FALSE,"","1","saccopteryx gymnura",0,0,0,0,0,0,"LA","Saccopteryx_gymnura",NA,NA,NA
"1047","saccopteryx leptura","Saccopteryx leptura",FALSE,"75192",FALSE,"","1","saccopteryx leptura",0,0,0,0,0,0,"LA","Saccopteryx_leptura",NA,NA,NA
"1754","sauromys petrophilus","Sauromys petrophilus",FALSE,"1015513",FALSE,"","1","sauromys petrophilus",0,0,0,0,0,0,"Africa","Sauromys_petrophilus",NA,NA,NA
"1189","scleronycteris ega","Scleronycteris ega",FALSE,"3613623",FALSE,"","1","scleronycteris ega",0,0,0,0,0,0,"LA","Scleronycteris_ega",NA,NA,NA
"1944","scoteanax rueppellii","Scoteanax rueppellii",FALSE,"3613887",FALSE,"","1","scoteanax rueppellii",0,0,0,0,0,0,"Australia","Scoteanax_rueppellii",NA,NA,NA
"1946","scotoecus albigula","Scotoecus albigula",FALSE,"3613728",FALSE,"","1","scotoecus albigula",0,0,0,0,0,0,"Africa","Scotoecus_albigula",NA,NA,NA
"1947","scotoecus albofuscus","Scotoecus albofuscus",FALSE,"3613732",FALSE,"","1","scotoecus albofuscus",0,0,0,0,0,0,"Africa","Scotoecus_albofuscus",NA,NA,NA
"1950","scotoecus hindei","Scotoecus hindei",FALSE,"3613731",FALSE,"","1","scotoecus hindei",0,0,0,0,0,0,"Africa","Scotoecus_hindei",NA,NA,NA
"1953","scotoecus hirundo","Scotoecus hirundo",FALSE,"759715",FALSE,"","1","scotoecus hirundo",0,0,0,0,0,0,"Africa","Scotoecus_hirundo",NA,NA,NA
"1954","scotoecus pallidus","Scotoecus pallidus",FALSE,"3613730",FALSE,"","1","scotoecus pallidus",0,0,0,0,0,0,"Asia","Scotoecus_pallidus",NA,NA,NA
"1956","scotomanes ornatus","Scotomanes ornatus",FALSE,"759645",FALSE,"","1","scotomanes ornatus",0,0,0,0,0,0,"Asia","Scotomanes_ornatus",NA,NA,NA
"422","scotonycteris ophiodon","Scotonycteris ophiodon",FALSE,"3613529",FALSE,"","1","scotonycteris ophiodon",0,0,0,0,0,0,"Africa","Scotonycteris_ophiodon",NA,NA,NA
"423","scotonycteris zenkeri","Scotonycteris zenkeri",FALSE,"60265",FALSE,"","1","scotonycteris zenkeri",0,0,0,0,0,0,"Africa","Scotonycteris_zenkeri",NA,NA,NA
"1961","scotophilus borbonicus","Scotophilus borbonicus",FALSE,"759752",FALSE,"","1","scotophilus borbonicus",0,0,0,0,0,0,"Africa","Scotophilus_borbonicus",NA,NA,NA
"1962","scotophilus celebensis","Scotophilus celebensis",FALSE,"3613890",FALSE,"","1","scotophilus celebensis",0,0,0,0,0,0,"Asia","Scotophilus_celebensis",NA,NA,NA
"1963","scotophilus collinus","Scotophilus collinus",FALSE,"3613891",FALSE,"","1","scotophilus collinus",0,0,0,0,0,0,"Asia","Scotophilus_collinus",NA,NA,NA
"1964","scotophilus dinganii","Scotophilus dinganii",FALSE,"759739",FALSE,"","1","scotophilus dinganii",0,0,0,0,0,0,"Africa","Scotophilus_dinganii",NA,NA,NA
"1981","scotophilus leucogaster","Scotophilus leucogaster",FALSE,"127240",FALSE,"","1","scotophilus leucogaster",0,0,0,0,0,0,"Africa","Scotophilus_leucogaster",NA,NA,NA
"1984","scotophilus nigrita","Scotophilus nigrita",FALSE,"883607",FALSE,"","1","scotophilus nigrita",0,0,0,0,0,0,"Africa","Scotophilus_nigrita",NA,NA,NA
"1987","scotophilus nucella","Scotophilus nucella",FALSE,"3613893",FALSE,"","1","scotophilus nucella",0,0,0,0,0,0,"Africa","Scotophilus_nucella",NA,NA,NA
"1988","scotophilus nux","Scotophilus nux",FALSE,"759736",FALSE,"","1","scotophilus nux",0,0,0,0,0,0,"Africa","Scotophilus_nux",NA,NA,NA
"1989","scotophilus robustus","Scotophilus robustus",FALSE,"333803",FALSE,"","1","scotophilus robustus",0,0,0,0,0,0,"Africa","Scotophilus_robustus",NA,NA,NA
"1990","scotophilus viridis","Scotophilus viridis",FALSE,"819861",FALSE,"","1","scotophilus viridis",0,0,0,0,0,0,"Africa","Scotophilus_viridis",NA,NA,NA
"1994","scotorepens balstoni","Scotorepens balstoni",FALSE,"3613883",FALSE,"","1","scotorepens balstoni",0,0,0,0,0,0,"Australia","Scotorepens_balstoni",NA,NA,NA
"1997","scotorepens greyii","Scotorepens greyii",FALSE,"3613884",FALSE,"","1","scotorepens greyii",0,0,0,0,0,0,"Australia","Scotorepens_greyii",NA,NA,NA
"1998","scotorepens orion","Scotorepens orion",FALSE,"3614174",FALSE,"","1","scotorepens orion",0,0,0,0,0,0,"Australia","Scotorepens_orion",NA,NA,NA
"1999","scotorepens sanborni","Scotorepens sanborni",FALSE,"3613886",FALSE,"","1","scotorepens sanborni",0,0,0,0,0,0,"Oceania","Scotorepens_sanborni",NA,NA,NA
"2127","scotozous dormeri","Scotozous dormeri",FALSE,"3613855",FALSE,"","1","scotozous dormeri",0,0,0,0,0,0,"Asia","Scotozous_dormeri",NA,NA,NA
"428","sphaerias blanfordi","Sphaerias blanfordi",FALSE,"270517",FALSE,"","1","sphaerias blanfordi",0,0,0,0,0,0,"Asia","Sphaerias_blanfordi",NA,NA,NA
"1445","sphaeronycteris toxophyllum","Sphaeronycteris toxophyllum",FALSE,"690455",FALSE,"","1","sphaeronycteris toxophyllum",0,0,0,0,0,0,"LA","Sphaeronycteris_toxophyllum",NA,NA,NA
"1447","stenoderma rufum","Stenoderma rufum",FALSE,"534169",FALSE,"","1","stenoderma rufum",0,0,0,0,0,0,"LA","Stenoderma_rufum",NA,NA,NA
"1312","sturnira aratathomasi","Sturnira aratathomasi",FALSE,"756133",FALSE,"","1","sturnira aratathomasi",0,0,0,0,0,0,"LA","Sturnira_aratathomasi",NA,NA,NA
"1313","sturnira bidens","Sturnira bidens",FALSE,"756134",FALSE,"","1","sturnira bidens",0,0,0,0,0,0,"LA","Sturnira_bidens",NA,NA,NA
"1314","sturnira bogotensis","Sturnira bogotensis",FALSE,"136690",FALSE,"","1","sturnira bogotensis",0,0,0,0,0,0,"LA","Sturnira_bogotensis",NA,NA,NA
"1315","sturnira erythromos","Sturnira erythromos",FALSE,"136691",FALSE,"","1","sturnira erythromos",0,0,0,0,0,0,"LA","Sturnira_erythromos",NA,NA,NA
"1316","sturnira lilium","Sturnira lilium",FALSE,"401293",FALSE,"","1","sturnira lilium",0,0,0,0,0,0,"LA","Sturnira_lilium",NA,NA,NA
"1325","sturnira ludovici","Sturnira ludovici",FALSE,"136687",FALSE,"","1","sturnira ludovici",0,0,0,0,0,0,"LA","Sturnira_ludovici",NA,NA,NA
"1330","sturnira magna","Sturnira magna",FALSE,"756132",FALSE,"","1","sturnira magna",0,0,0,0,0,0,"LA","Sturnira_magna",NA,NA,NA
"1331","sturnira mistratensis","Sturnira mistratensis",FALSE,"3613600",FALSE,"","1","sturnira mistratensis",0,0,0,0,0,0,"LA","Sturnira_mistratensis",NA,NA,NA
"1332","sturnira mordax","Sturnira mordax",FALSE,"756141",FALSE,"","1","sturnira mordax",0,0,0,0,0,0,"LA","Sturnira_mordax",NA,NA,NA
"1333","sturnira nana","Sturnira nana",FALSE,"352930",FALSE,"","1","sturnira nana",0,0,0,0,0,0,"LA","Sturnira_nana",NA,NA,NA
"1334","sturnira oporaphilum","Sturnira oporaphilum",FALSE,"1080435",FALSE,"","1","sturnira oporaphilum",0,0,0,0,0,0,"LA","Sturnira_oporaphilum",NA,NA,NA
"1335","sturnira thomasi","Sturnira thomasi",FALSE,"3613601",FALSE,"","1","sturnira thomasi",0,0,0,0,0,0,"LA","Sturnira_thomasi",NA,NA,NA
"1336","sturnira tildae","Sturnira tildae",FALSE,"401295",FALSE,"","1","sturnira tildae",0,0,0,0,0,0,"LA","Sturnira_tildae",NA,NA,NA
"430","styloctenium wallacei","Styloctenium wallacei",FALSE,"3613517",FALSE,"","1","styloctenium wallacei",0,0,0,0,0,0,"Asia","Styloctenium_wallacei",NA,NA,NA
"432","syconycteris australis","Syconycteris australis",FALSE,"164533",FALSE,"","1","syconycteris australis",0,0,0,0,0,0,"Australia","Syconycteris_australis",NA,NA,NA
"440","syconycteris carolinae","Syconycteris carolinae",FALSE,"3613446",FALSE,"","1","syconycteris carolinae",0,0,0,0,0,0,"Asia","Syconycteris_carolinae",NA,NA,NA
"441","syconycteris hobbit","Syconycteris hobbit",FALSE,"3613447",FALSE,"","1","syconycteris hobbit",0,0,0,0,0,0,"Oceania","Syconycteris_hobbit",NA,NA,NA
"1761","tadarida aegyptiaca","Tadarida aegyptiaca",FALSE,"263936",FALSE,"","1","tadarida aegyptiaca",0,0,0,0,0,0,"Africa","Tadarida_aegyptiaca",NA,NA,NA
"1767","tadarida australis","Tadarida australis",FALSE,"3613948",FALSE,"","1","tadarida australis",0,0,0,0,0,0,"Australia","Tadarida_australis",NA,NA,NA
"1768","tadarida brasiliensis","Tadarida brasiliensis",FALSE,"238412",FALSE,"","1","tadarida brasiliensis",0,0,0,0,0,0,"LA","Tadarida_brasiliensis",NA,NA,NA
"1778","tadarida fulminans","Tadarida fulminans",FALSE,"609829",FALSE,"","1","tadarida fulminans",0,0,0,0,0,0,"Africa","Tadarida_fulminans",NA,NA,NA
"1781","tadarida insignis","Tadarida insignis",FALSE,"1011475",FALSE,"","1","tadarida insignis",0,0,0,0,0,0,"Asia","Tadarida_insignis",NA,NA,NA
"1782","tadarida kuboriensis","Tadarida kuboriensis",FALSE,"3613944",FALSE,"","1","tadarida kuboriensis",0,0,0,0,0,0,"Oceania","Tadarida_kuboriensis",NA,NA,NA
"1783","tadarida latouchei","Tadarida latouchei",FALSE,"3613938",FALSE,"","1","tadarida latouchei",0,0,0,0,0,0,"Asia","Tadarida_latouchei",NA,NA,NA
"1784","tadarida lobata","Tadarida lobata",FALSE,"3613950",FALSE,"","1","tadarida lobata",0,0,0,0,0,0,"Africa","Tadarida_lobata",NA,NA,NA
"1785","tadarida teniotis","Tadarida teniotis",FALSE,"190910",FALSE,"","1","tadarida teniotis",0,0,0,0,0,0,"Europe","Tadarida_teniotis",NA,NA,NA
"1788","tadarida ventralis","Tadarida ventralis",FALSE,"3613914",FALSE,"","1","tadarida ventralis",0,0,0,0,0,0,"Africa","Tadarida_ventralis",NA,NA,NA
"929","taphozous achates","Taphozous achates",FALSE,"3613552",FALSE,"","1","taphozous achates",0,0,0,0,0,0,"Asia","Taphozous_achates",NA,NA,NA
"932","taphozous australis","Taphozous australis",FALSE,"514592",FALSE,"","1","taphozous australis",0,0,0,0,0,0,"Australia","Taphozous_australis",NA,NA,NA
"933","taphozous georgianus","Taphozous georgianus",FALSE,"652339",FALSE,"","1","taphozous georgianus",0,0,0,0,0,0,"Australia","Taphozous_georgianus",NA,NA,NA
"934","taphozous hamiltoni","Taphozous hamiltoni",FALSE,"3613550",FALSE,"","1","taphozous hamiltoni",0,0,0,0,0,0,"Africa","Taphozous_hamiltoni",NA,NA,NA
