"","species","filo_samps","hnv_samps","total_samps","filo_positive","hnv_positive","positive","search_string","unique_name","approximate_match","ott_id","is_synonym","flags","number_matches","surveyed","region","tree_species","filo_surv","hnv_surv","both_surv"
"581","myotis hajastanicus",0,0,0,NA,NA,NA,"myotis hajastanicus","Myotis_hajastanicus",FALSE,"888165",FALSE,"","1",0,"Asia","Myotis_hajastanicus",NA,NA,NA
"582","myotis hasseltii",0,0,0,NA,NA,NA,"myotis hasseltii","Myotis_hasseltii",FALSE,"353891",FALSE,"","1",0,"Asia","Myotis_hasseltii",NA,NA,NA
"583","myotis hermani",0,0,0,NA,NA,NA,"myotis hermani","Myotis_hermani",FALSE,"3613648",FALSE,"","1",0,"Asia","Myotis_hermani",NA,NA,NA
"585","myotis hosonoi",0,0,0,NA,NA,NA,"myotis hosonoi","Myotis_hosonoi",FALSE,"3613640",FALSE,"","1",0,"Asia","Myotis_hosonoi",NA,NA,NA
"586","myotis ikonnikovi",0,0,0,NA,NA,NA,"myotis ikonnikovi","Myotis_ikonnikovi",FALSE,"620439",FALSE,"","1",0,"Europe","Myotis_ikonnikovi",NA,NA,NA
"587","myotis insularum",0,0,0,NA,NA,NA,"myotis insularum","Myotis_insularum",FALSE,"3613641",FALSE,"","1",0,"Oceania","Myotis_insularum",NA,NA,NA
"588","myotis keaysi",0,0,0,NA,NA,NA,"myotis keaysi","Myotis_keaysi",FALSE,"353894",FALSE,"","1",0,"LA","Myotis_keaysi",NA,NA,NA
"589","myotis keenii",0,0,0,NA,NA,NA,"myotis keenii","Myotis_keenii",FALSE,"586294",FALSE,"","1",0,"NA","Myotis_keenii",NA,NA,NA
"590","myotis laniger",0,0,0,NA,NA,NA,"myotis laniger","Myotis_laniger",FALSE,"911474",FALSE,"","1",0,"Asia","Myotis_laniger",NA,NA,NA
"591","myotis leibii",0,0,0,NA,NA,NA,"myotis leibii","Myotis_leibii",FALSE,"217241",FALSE,"","1",0,"NA","Myotis_leibii",NA,NA,NA
"592","myotis levis",0,0,0,NA,NA,NA,"myotis levis","Myotis_levis",FALSE,"307134",FALSE,"","1",0,"LA","Myotis_levis",NA,NA,NA
"593","myotis longipes",0,0,0,NA,NA,NA,"myotis longipes","Myotis_longipes",FALSE,"860274",FALSE,"","1",0,"Asia","Myotis_longipes",NA,NA,NA
"595","myotis macrodactylus",0,0,0,NA,NA,NA,"myotis macrodactylus","Myotis_macrodactylus",FALSE,"434679",FALSE,"","1",0,"Asia","Myotis_macrodactylus",NA,NA,NA
"596","myotis macropus",0,0,0,NA,NA,NA,"myotis macropus","Myotis_macropus",FALSE,"249353",FALSE,"","1",0,"Australia","Myotis_macropus",NA,NA,NA
"598","myotis martiniquensis",0,0,0,NA,NA,NA,"myotis martiniquensis","Myotis_martiniquensis",FALSE,"939105",FALSE,"","1",0,"LA","Myotis_martiniquensis",NA,NA,NA
"599","myotis melanorhinus",0,0,0,NA,NA,NA,"myotis melanorhinus","Myotis_melanorhinus",FALSE,"3613687",FALSE,"","1",0,"NA","Myotis_melanorhinus",NA,NA,NA
"600","myotis moluccarum",0,0,0,NA,NA,NA,"myotis moluccarum","Myotis_moluccarum",FALSE,"173223",FALSE,"","1",0,"Asia","Myotis_moluccarum",NA,NA,NA
"601","myotis montivagus",0,0,0,NA,NA,NA,"myotis montivagus","Myotis_montivagus",FALSE,"353888",FALSE,"","1",0,"Asia","Myotis_montivagus",NA,NA,NA
"602","myotis morrisi",0,0,0,NA,NA,NA,"myotis morrisi","Myotis_morrisi",FALSE,"3613643",FALSE,"","1",0,"Africa","Myotis_morrisi",NA,NA,NA
"607","myotis nesopolus",0,0,0,NA,NA,NA,"myotis nesopolus","Myotis_nesopolus",FALSE,"898241",FALSE,"","1",0,"LA","Myotis_nesopolus",NA,NA,NA
"609","myotis nipalensis",0,0,0,NA,NA,NA,"myotis nipalensis","Myotis_nipalensis",FALSE,"840250",FALSE,"","1",0,"Asia","Myotis_nipalensis",NA,NA,NA
"611","myotis oreias",0,0,0,NA,NA,NA,"myotis oreias","Myotis_oreias",FALSE,"3613655",FALSE,"","1",0,"Asia","Myotis_oreias",NA,NA,NA
"613","myotis oxyotus",0,0,0,NA,NA,NA,"myotis oxyotus","Myotis_oxyotus",FALSE,"878679",FALSE,"","1",0,"LA","Myotis_oxyotus",NA,NA,NA
"614","myotis ozensis",0,0,0,NA,NA,NA,"myotis ozensis","Myotis_ozensis",FALSE,"3613658",FALSE,"","1",0,"Asia","Myotis_ozensis",NA,NA,NA
"615","myotis peninsularis",0,0,0,NA,NA,NA,"myotis peninsularis","Myotis_peninsularis",FALSE,"3613676",FALSE,"","1",0,"LA","Myotis_peninsularis",NA,NA,NA
"616","myotis pequinius",0,0,0,NA,NA,NA,"myotis pequinius","Myotis_pequinius",FALSE,"569191",FALSE,"","1",0,"Asia","Myotis_pequinius",NA,NA,NA
"617","myotis planiceps",0,0,0,NA,NA,NA,"myotis planiceps","Myotis_planiceps",FALSE,"3613639",FALSE,"","1",0,"LA","Myotis_planiceps",NA,NA,NA
"618","myotis pruinosus",0,0,0,NA,NA,NA,"myotis pruinosus","Myotis_pruinosus",FALSE,"423040",FALSE,"","1",0,"Asia","Myotis_pruinosus",NA,NA,NA
"619","myotis punicus",0,0,0,NA,NA,NA,"myotis punicus","Myotis_punicus",FALSE,"1015040",FALSE,"","1",0,"Africa","Myotis_punicus",NA,NA,NA
"621","myotis ridleyi",0,0,0,NA,NA,NA,"myotis ridleyi","Myotis_ridleyi",FALSE,"363061",FALSE,"","1",0,"Asia","Myotis_ridleyi",NA,NA,NA
"622","myotis riparius",0,0,0,NA,NA,NA,"myotis riparius","Myotis_riparius",FALSE,"267991",FALSE,"","1",0,"LA","Myotis_riparius",NA,NA,NA
"623","myotis rosseti",0,0,0,NA,NA,NA,"myotis rosseti","Myotis_rosseti",FALSE,"964601",FALSE,"","1",0,"Asia","Myotis_rosseti",NA,NA,NA
"624","myotis ruber",0,0,0,NA,NA,NA,"myotis ruber","Myotis_ruber",FALSE,"878678",FALSE,"","1",0,"LA","Myotis_ruber",NA,NA,NA
"625","myotis schaubi",0,0,0,NA,NA,NA,"myotis schaubi","Myotis_schaubi",FALSE,"878681",FALSE,"","1",0,"Europe","Myotis_schaubi",NA,NA,NA
"626","myotis scotti",0,0,0,NA,NA,NA,"myotis scotti","Myotis_scotti",FALSE,"476752",FALSE,"","1",0,"Africa","Myotis_scotti",NA,NA,NA
"627","myotis septentrionalis",0,0,0,NA,NA,NA,"myotis septentrionalis","Myotis_septentrionalis",FALSE,"687557",FALSE,"","2",0,"NA","Myotis_septentrionalis",NA,NA,NA
"628","myotis sicarius",0,0,0,NA,NA,NA,"myotis sicarius","Myotis_sicarius",FALSE,"476750",FALSE,"","1",0,"Asia","Myotis_sicarius",NA,NA,NA
"629","myotis siligorensis",0,0,0,NA,NA,NA,"myotis siligorensis","Myotis_siligorensis",FALSE,"687555",FALSE,"","1",0,"Asia","Myotis_siligorensis",NA,NA,NA
"630","myotis simus",0,0,0,NA,NA,NA,"myotis simus","Myotis_simus",FALSE,"1066079",FALSE,"","1",0,"LA","Myotis_simus",NA,NA,NA
"631","myotis sodalis",0,0,0,NA,NA,NA,"myotis sodalis","Myotis_sodalis",FALSE,"939110",FALSE,"","1",0,"NA","Myotis_sodalis",NA,NA,NA
"632","myotis stalkeri",0,0,0,NA,NA,NA,"myotis stalkeri","Myotis_stalkeri",FALSE,"3613653",FALSE,"","1",0,"Asia","Myotis_stalkeri",NA,NA,NA
"633","myotis thysanodes",0,0,0,NA,NA,NA,"myotis thysanodes","Myotis_thysanodes",FALSE,"307132",FALSE,"","1",0,"NA","Myotis_thysanodes",NA,NA,NA
"634","myotis tricolor",0,0,0,NA,NA,NA,"myotis tricolor","Myotis_tricolor",FALSE,"450621",FALSE,"","1",0,"Africa","Myotis_tricolor",NA,NA,NA
"635","myotis velifer",0,0,0,NA,NA,NA,"myotis velifer","Myotis_velifer",FALSE,"238420",FALSE,"","1",0,"LA","Myotis_velifer",NA,NA,NA
"636","myotis vivesi",0,0,0,NA,NA,NA,"myotis vivesi","Myotis_vivesi",FALSE,"514767",FALSE,"","1",0,"LA","Myotis_vivesi",NA,NA,NA
"637","myotis volans",0,0,0,NA,NA,NA,"myotis volans","Myotis_volans",FALSE,"878680",FALSE,"","1",0,"LA","Myotis_volans",NA,NA,NA
"638","myotis welwitschii",0,0,0,NA,NA,NA,"myotis welwitschii","Myotis_welwitschii",FALSE,"746782",FALSE,"","1",0,"Africa","Myotis_welwitschii",NA,NA,NA
"639","myotis yanbarensis",0,0,0,NA,NA,NA,"myotis yanbarensis","Myotis_yanbarensis",FALSE,"434678",FALSE,"","1",0,"Asia","Myotis_yanbarensis",NA,NA,NA
"640","myotis yesoensis",0,0,0,NA,NA,NA,"myotis yesoensis","Myotis_yesoensis",FALSE,"3613654",FALSE,"","1",0,"Asia","Myotis_yesoensis",NA,NA,NA
"641","myotis yumanensis",0,0,0,NA,NA,NA,"myotis yumanensis","Myotis_yumanensis",FALSE,"878682",FALSE,"","1",0,"NA","Myotis_yumanensis",NA,NA,NA
"642","mystacina robusta",0,0,0,NA,NA,NA,"mystacina robusta","Mystacina_robusta",FALSE,"3613563",FALSE,"","1",0,"Oceania","Mystacina_robusta",NA,NA,NA
"643","mystacina tuberculata",0,0,0,NA,NA,NA,"mystacina tuberculata","Mystacina_tuberculata",FALSE,"604409",FALSE,"","1",0,"Oceania","Mystacina_tuberculata",NA,NA,NA
"644","myzopoda aurita",0,0,0,NA,NA,NA,"myzopoda aurita","Myzopoda_aurita",FALSE,"6794",FALSE,"","1",0,"Africa","Myzopoda_aurita",NA,NA,NA
"646","natalus jamaicensis",0,0,0,NA,NA,NA,"natalus jamaicensis","Natalus_jamaicensis",FALSE,"120212",FALSE,"","1",0,"LA","Natalus_jamaicensis",NA,NA,NA
"647","natalus major",0,0,0,NA,NA,NA,"natalus major","Natalus_major",FALSE,"120209",FALSE,"","1",0,"LA","Natalus_major",NA,NA,NA
"648","natalus primus",0,0,0,NA,NA,NA,"natalus primus","Natalus_primus",FALSE,"3614033",FALSE,"","1",0,"LA","Natalus_primus",NA,NA,NA
"650","natalus tumidirostris",0,0,0,NA,NA,NA,"natalus tumidirostris","Natalus_tumidirostris",FALSE,"190917",FALSE,"","1",0,"LA","Natalus_tumidirostris",NA,NA,NA
"651","neonycteris pusilla",0,0,0,NA,NA,NA,"neonycteris pusilla","Neonycteris_pusilla",FALSE,"3613584",FALSE,"","1",0,"LA","Neonycteris_pusilla",NA,NA,NA
"652","neopteryx frosti",0,0,0,NA,NA,NA,"neopteryx frosti","Neopteryx_frosti",FALSE,"3613536",FALSE,"","1",0,"Asia","Neopteryx_frosti",NA,NA,NA
"653","neoromicia brunneus",0,0,0,NA,NA,NA,"neoromicia brunneus","Neoromicia_brunneus",FALSE,"176321",FALSE,"","1",0,"Africa","Neoromicia_brunneus",NA,NA,NA
"654","neoromicia capensis",0,0,0,NA,NA,NA,"neoromicia capensis","Neoromicia_capensis",FALSE,"781533",FALSE,"","1",0,"Africa","Neoromicia_capensis",NA,NA,NA
"655","neoromicia flavescens",0,0,0,NA,NA,NA,"neoromicia flavescens","Neoromicia_flavescens",FALSE,"3613788",FALSE,"","1",0,"Africa","Neoromicia_flavescens",NA,NA,NA
"656","neoromicia guineensis",0,0,0,NA,NA,NA,"neoromicia guineensis","Neoromicia_guineensis",FALSE,"3613785",FALSE,"","1",0,"Africa","Neoromicia_guineensis",NA,NA,NA
"658","neoromicia melckorum",0,0,0,NA,NA,NA,"neoromicia melckorum","Neoromicia_capensis",FALSE,"781533",TRUE,"","1",0,"Africa","Neoromicia_capensis",NA,NA,NA
"660","neoromicia rendalli",0,0,0,NA,NA,NA,"neoromicia rendalli","Neoromicia_rendalli",FALSE,"687562",FALSE,"","1",0,"Africa","Neoromicia_rendalli",NA,NA,NA
"663","neoromicia zuluensis",0,0,0,NA,NA,NA,"neoromicia zuluensis","Neoromicia_zuluensis",FALSE,"450569",FALSE,"","1",0,"Africa","Neoromicia_zuluensis",NA,NA,NA
"664","noctilio albiventris",0,0,0,NA,NA,NA,"noctilio albiventris","Noctilio_albiventris",FALSE,"604407",FALSE,"","1",0,"LA","Noctilio_albiventris",NA,NA,NA
"665","noctilio leporinus",0,0,0,NA,NA,NA,"noctilio leporinus","Noctilio_leporinus",FALSE,"604404",FALSE,"","1",0,"LA","Noctilio_leporinus",NA,NA,NA
"666","notopteris macdonaldi",0,0,0,NA,NA,NA,"notopteris macdonaldi","Notopteris_macdonaldi",FALSE,"687485",FALSE,"","1",0,"Oceania","Notopteris_macdonaldi",NA,NA,NA
"667","notopteris neocaledonica",0,0,0,NA,NA,NA,"notopteris neocaledonica","Notopteris_neocaledonica",FALSE,"3613449",FALSE,"","1",0,"Oceania","Notopteris_neocaledonica",NA,NA,NA
"668","nyctalus aviator",0,0,0,NA,NA,NA,"nyctalus aviator","Nyctalus_aviator",FALSE,"434673",FALSE,"","1",0,"Asia","Nyctalus_aviator",NA,NA,NA
"669","nyctalus azoreum",0,0,0,NA,NA,NA,"nyctalus azoreum","Nyctalus_azoreum",FALSE,"286039",FALSE,"","1",0,"Europe","Nyctalus_azoreum",NA,NA,NA
"670","nyctalus furvus",0,0,0,NA,NA,NA,"nyctalus furvus","Nyctalus_furvus",FALSE,"3613717",FALSE,"","1",0,"Asia","Nyctalus_furvus",NA,NA,NA
"671","nyctalus lasiopterus",0,0,0,NA,NA,NA,"nyctalus lasiopterus","Nyctalus_lasiopterus",FALSE,"342724",FALSE,"","1",0,"Europe","Nyctalus_lasiopterus",NA,NA,NA
"673","nyctalus montanus",0,0,0,NA,NA,NA,"nyctalus montanus","Nyctalus_montanus",FALSE,"3613718",FALSE,"","1",0,"Asia","Nyctalus_montanus",NA,NA,NA
"676","nycteris arge",0,0,0,NA,NA,NA,"nycteris arge","Nycteris_arge",FALSE,"648835",FALSE,"","1",0,"Africa","Nycteris_arge",NA,NA,NA
"677","nycteris aurita",0,0,0,NA,NA,NA,"nycteris aurita","Nycteris_aurita",FALSE,"3614047",FALSE,"","1",0,"Africa","Nycteris_aurita",NA,NA,NA
"678","nycteris gambiensis",0,0,0,NA,NA,NA,"nycteris gambiensis","Nycteris_gambiensis",FALSE,"3614041",FALSE,"","1",0,"Africa","Nycteris_gambiensis",NA,NA,NA
"679","nycteris grandis",0,0,0,NA,NA,NA,"nycteris grandis","Nycteris_grandis",FALSE,"215195",FALSE,"","1",0,"Africa","Nycteris_grandis",NA,NA,NA
"681","nycteris intermedia",0,0,0,NA,NA,NA,"nycteris intermedia","Nycteris_intermedia",FALSE,"3614042",FALSE,"","1",0,"Africa","Nycteris_intermedia",NA,NA,NA
"682","nycteris javanica",0,0,0,NA,NA,NA,"nycteris javanica","Nycteris_javanica",FALSE,"787378",FALSE,"","1",0,"Asia","Nycteris_javanica",NA,NA,NA
"683","nycteris macrotis",0,0,0,NA,NA,NA,"nycteris macrotis","Nycteris_macrotis",FALSE,"1073070",FALSE,"","1",0,"Africa","Nycteris_macrotis",NA,NA,NA
"684","nycteris madagascariensis",0,0,0,NA,NA,NA,"nycteris madagascariensis","Nycteris_madagascariensis",FALSE,"3614040",FALSE,"","1",0,"Africa","Nycteris_madagascariensis",NA,NA,NA
"685","nycteris major",0,0,0,NA,NA,NA,"nycteris major","Nycteris_major",FALSE,"3614043",FALSE,"","1",0,"Africa","Nycteris_major",NA,NA,NA
"686","nycteris nana",0,0,0,NA,NA,NA,"nycteris nana","Nycteris_nana",FALSE,"3614045",FALSE,"","1",0,"Africa","Nycteris_nana",NA,NA,NA
"687","nycteris parisii",0,0,0,NA,NA,NA,"nycteris parisii","Nycteris_parisii",FALSE,"3614046",FALSE,"","1",0,"Africa","Nycteris_parisii",NA,NA,NA
"688","nycteris thebaica",0,0,0,NA,NA,NA,"nycteris thebaica","Nycteris_thebaica",FALSE,"342726",FALSE,"","1",0,"Africa","Nycteris_thebaica",NA,NA,NA
"689","nycteris tragata",0,0,0,NA,NA,NA,"nycteris tragata","Nycteris_tragata",FALSE,"498178",FALSE,"","1",0,"Asia","Nycteris_tragata",NA,NA,NA
"690","nycteris vinsoni",0,0,0,NA,NA,NA,"nycteris vinsoni","Nycteris_vinsoni",FALSE,"3614039",FALSE,"","1",0,"Africa","Nycteris_vinsoni",NA,NA,NA
"691","nycteris woodi",0,0,0,NA,NA,NA,"nycteris woodi","Nycteris_woodi",FALSE,"3614044",FALSE,"","1",0,"Africa","Nycteris_woodi",NA,NA,NA
"692","nycticeinops schlieffeni",0,0,0,NA,NA,NA,"nycticeinops schlieffeni","Nycticeinops_schlieffeni",FALSE,"598495",FALSE,"","1",0,"Africa","Nycticeinops_schlieffeni",NA,NA,NA
"693","nycticeius aenobarbus",0,0,0,NA,NA,NA,"nycticeius aenobarbus","Nycticeius_aenobarbus",FALSE,"3613889",FALSE,"","1",0,"LA","Nycticeius_aenobarbus",NA,NA,NA
"694","nycticeius cubanus",0,0,0,NA,NA,NA,"nycticeius cubanus","Nycticeius_cubanus",FALSE,"3613888",FALSE,"","1",0,"LA","Nycticeius_cubanus",NA,NA,NA
"695","nycticeius humeralis",0,0,0,NA,NA,NA,"nycticeius humeralis","Nycticeius_humeralis",FALSE,"977396",FALSE,"","1",0,"NA","Nycticeius_humeralis",NA,NA,NA
"696","nyctiellus lepidus",0,0,0,NA,NA,NA,"nyctiellus lepidus","Nyctiellus_lepidus",FALSE,"120203",FALSE,"","1",0,"LA","Nyctiellus_lepidus",NA,NA,NA
"697","nyctimene aello",0,0,0,NA,NA,NA,"nyctimene aello","Nyctimene_aello",FALSE,"798255",FALSE,"","1",0,"Oceania","Nyctimene_aello",NA,NA,NA
"698","nyctimene albiventer",0,0,0,NA,NA,NA,"nyctimene albiventer","Nyctimene_albiventer",FALSE,"611443",FALSE,"","1",0,"Asia","Nyctimene_albiventer",NA,NA,NA
"699","nyctimene cephalotes",0,0,0,NA,NA,NA,"nyctimene cephalotes","Nyctimene_cephalotes",FALSE,"621143",FALSE,"","1",0,"Asia","Nyctimene_cephalotes",NA,NA,NA
"700","nyctimene certans",0,0,0,NA,NA,NA,"nyctimene certans","Nyctimene_certans",FALSE,"48412",FALSE,"","1",0,"Oceania","Nyctimene_certans",NA,NA,NA
"701","nyctimene cyclotis",0,0,0,NA,NA,NA,"nyctimene cyclotis","Nyctimene_cyclotis",FALSE,"3613464",FALSE,"","1",0,"Asia","Nyctimene_cyclotis",NA,NA,NA
"702","nyctimene draconilla",0,0,0,NA,NA,NA,"nyctimene draconilla","Nyctimene_draconilla",FALSE,"3613465",FALSE,"","1",0,"Asia","Nyctimene_draconilla",NA,NA,NA
"703","nyctimene keasti",0,0,0,NA,NA,NA,"nyctimene keasti","Nyctimene_keasti",FALSE,"3613459",FALSE,"","1",0,"Asia","Nyctimene_keasti",NA,NA,NA
"704","nyctimene major",0,0,0,NA,NA,NA,"nyctimene major","Nyctimene_major",FALSE,"192010",FALSE,"","1",0,"Oceania","Nyctimene_major",NA,NA,NA
"705","nyctimene malaitensis",0,0,0,NA,NA,NA,"nyctimene malaitensis","Nyctimene_malaitensis",FALSE,"3613462",FALSE,"","1",0,"Oceania","Nyctimene_malaitensis",NA,NA,NA
"706","nyctimene masalai",0,0,0,NA,NA,NA,"nyctimene masalai","Nyctimene_masalai",FALSE,"3613458",FALSE,"","1",0,"Oceania","Nyctimene_masalai",NA,NA,NA
"707","nyctimene minutus",0,0,0,NA,NA,NA,"nyctimene minutus","Nyctimene_minutus",FALSE,"3613461",FALSE,"","1",0,"Asia","Nyctimene_minutus",NA,NA,NA
"708","nyctimene rabori",0,0,0,NA,NA,NA,"nyctimene rabori","Nyctimene_rabori",FALSE,"3613466",FALSE,"","1",0,"Asia","Nyctimene_rabori",NA,NA,NA
"709","nyctimene robinsoni",0,0,0,NA,NA,NA,"nyctimene robinsoni","Nyctimene_robinsoni",FALSE,"687483",FALSE,"","1",0,"Australia","Nyctimene_robinsoni",NA,NA,NA
"710","nyctimene sanctacrucis",0,0,0,NA,NA,NA,"nyctimene sanctacrucis","Nyctimene_sanctacrucis",FALSE,"3613460",FALSE,"","1",0,"Oceania","Nyctimene_sanctacrucis",NA,NA,NA
"711","nyctimene vizcaccia",0,0,0,NA,NA,NA,"nyctimene vizcaccia","Nyctimene_vizcaccia",FALSE,"48411",FALSE,"","1",0,"Oceania","Nyctimene_vizcaccia",NA,NA,NA
"712","nyctinomops aurispinosus",0,0,0,NA,NA,NA,"nyctinomops aurispinosus","Nyctinomops_aurispinosus",FALSE,"705003",FALSE,"","1",0,"LA","Nyctinomops_aurispinosus",NA,NA,NA
"713","nyctinomops femorosaccus",0,0,0,NA,NA,NA,"nyctinomops femorosaccus","Nyctinomops_femorosaccus",FALSE,"171156",FALSE,"","1",0,"NA","Nyctinomops_femorosaccus",NA,NA,NA
"714","nyctinomops laticaudatus",0,0,0,NA,NA,NA,"nyctinomops laticaudatus","Nyctinomops_laticaudatus",FALSE,"301608",FALSE,"","1",0,"LA","Nyctinomops_laticaudatus",NA,NA,NA
"715","nyctinomops macrotis",0,0,0,NA,NA,NA,"nyctinomops macrotis","Nyctinomops_macrotis",FALSE,"267989",FALSE,"","1",0,"LA","Nyctinomops_macrotis",NA,NA,NA
"716","nyctophilus arnhemensis",0,0,0,NA,NA,NA,"nyctophilus arnhemensis","Nyctophilus_arnhemensis",FALSE,"1066077",FALSE,"","1",0,"Australia","Nyctophilus_arnhemensis",NA,NA,NA
"717","nyctophilus bifax",0,0,0,NA,NA,NA,"nyctophilus bifax","Nyctophilus_bifax",FALSE,"3613743",FALSE,"","1",0,"Australia","Nyctophilus_bifax",NA,NA,NA
"718","nyctophilus geoffroyi",0,0,0,NA,NA,NA,"nyctophilus geoffroyi","Nyctophilus_geoffroyi",FALSE,"687566",FALSE,"","1",0,"Australia","Nyctophilus_geoffroyi",NA,NA,NA
"719","nyctophilus gouldi",0,0,0,NA,NA,NA,"nyctophilus gouldi","Nyctophilus_gouldi",FALSE,"867402",FALSE,"","1",0,"Australia","Nyctophilus_gouldi",NA,NA,NA
"720","nyctophilus heran",0,0,0,NA,NA,NA,"nyctophilus heran","Nyctophilus_heran",FALSE,"3613744",FALSE,"","1",0,"Asia","Nyctophilus_heran",NA,NA,NA
"721","nyctophilus howensis",0,0,0,NA,NA,NA,"nyctophilus howensis","Nyctophilus_howensis",FALSE,"3613748",FALSE,"","1",0,"Australia","Nyctophilus_howensis",NA,NA,NA
"722","nyctophilus microdon",0,0,0,NA,NA,NA,"nyctophilus microdon","Nyctophilus_microdon",FALSE,"3613742",FALSE,"","1",0,"Oceania","Nyctophilus_microdon",NA,NA,NA
"723","nyctophilus microtis",0,0,0,NA,NA,NA,"nyctophilus microtis","Nyctophilus_microtis",FALSE,"3613745",FALSE,"","1",0,"Oceania","Nyctophilus_microtis",NA,NA,NA
"724","nyctophilus nebulosus",0,0,0,NA,NA,NA,"nyctophilus nebulosus","Nyctophilus_nebulosus",FALSE,"3613746",FALSE,"","1",0,"Oceania","Nyctophilus_nebulosus",NA,NA,NA
"725","nyctophilus timoriensis",0,0,0,NA,NA,NA,"nyctophilus timoriensis","Nyctophilus_timoriensis",FALSE,"3613741",FALSE,"","1",0,"Asia","Nyctophilus_timoriensis",NA,NA,NA
"726","nyctophilus walkeri",0,0,0,NA,NA,NA,"nyctophilus walkeri","Nyctophilus_walkeri",FALSE,"3613749",FALSE,"","1",0,"Australia","Nyctophilus_walkeri",NA,NA,NA
"727","otomops formosus",0,0,0,NA,NA,NA,"otomops formosus","Otomops_formosus",FALSE,"3613987",FALSE,"","1",0,"Asia","Otomops_formosus",NA,NA,NA
"728","otomops johnstonei",0,0,0,NA,NA,NA,"otomops johnstonei","Otomops_johnstonei",FALSE,"3613986",FALSE,"","1",0,"Asia","Otomops_johnstonei",NA,NA,NA
"729","otomops madagascariensis",0,0,0,NA,NA,NA,"otomops madagascariensis","Otomops_madagascariensis",FALSE,"205258",FALSE,"","1",0,"Africa","Otomops_madagascariensis",NA,NA,NA
"730","otomops martiensseni",0,0,0,NA,NA,NA,"otomops martiensseni","Otomops_martiensseni",FALSE,"171153",FALSE,"","1",0,"Africa","Otomops_martiensseni",NA,NA,NA
"731","otomops papuensis",0,0,0,NA,NA,NA,"otomops papuensis","Otomops_papuensis",FALSE,"3613989",FALSE,"","1",0,"Oceania","Otomops_papuensis",NA,NA,NA
"732","otomops secundus",0,0,0,NA,NA,NA,"otomops secundus","Otomops_secundus",FALSE,"3613988",FALSE,"","1",0,"Oceania","Otomops_secundus",NA,NA,NA
"733","otomops wroughtoni",0,0,0,NA,NA,NA,"otomops wroughtoni","Otomops_wroughtoni",FALSE,"764470",FALSE,"","1",0,"Asia","Otomops_wroughtoni",NA,NA,NA
"734","otonycteris hemprichii",0,0,0,NA,NA,NA,"otonycteris hemprichii","Otonycteris_hemprichii",FALSE,"76928",FALSE,"","1",0,"Africa","Otonycteris_hemprichii",NA,NA,NA
"735","otopteropus cartilagonodus",0,0,0,NA,NA,NA,"otopteropus cartilagonodus","Otopteropus_cartilagonodus",FALSE,"200154",FALSE,"","1",0,"Asia","Otopteropus_cartilagonodus",NA,NA,NA
"737","paranyctimene raptor",0,0,0,NA,NA,NA,"paranyctimene raptor","Paranyctimene_raptor",FALSE,"798258",FALSE,"","1",0,"Oceania","Paranyctimene_raptor",NA,NA,NA
"738","paranyctimene tenax",0,0,0,NA,NA,NA,"paranyctimene tenax","Paranyctimene_tenax",FALSE,"3613528",FALSE,"","1",0,"Oceania","Paranyctimene_tenax",NA,NA,NA
"739","penthetor lucasi",0,0,0,NA,NA,NA,"penthetor lucasi","Penthetor_lucasi",FALSE,"1008968",FALSE,"","1",0,"Asia","Penthetor_lucasi",NA,NA,NA
"741","peropteryx leucoptera",0,0,0,NA,NA,NA,"peropteryx leucoptera","Peropteryx_leucoptera",FALSE,"755426",FALSE,"","1",0,"LA","Peropteryx_leucoptera",NA,NA,NA
"742","peropteryx macrotis",0,0,0,NA,NA,NA,"peropteryx macrotis","Peropteryx_macrotis",FALSE,"75163",FALSE,"","1",0,"LA","Peropteryx_macrotis",NA,NA,NA
"743","peropteryx trinitatis",0,0,0,NA,NA,NA,"peropteryx trinitatis","Peropteryx_trinitatis",FALSE,"432533",FALSE,"","1",0,"LA","Peropteryx_trinitatis",NA,NA,NA
"744","pharotis imogene",0,0,0,NA,NA,NA,"pharotis imogene","Pharotis_imogene",FALSE,"3614131",FALSE,"","1",0,"Oceania","Pharotis_imogene",NA,NA,NA
"745","philetor brachypterus",0,0,0,NA,NA,NA,"philetor brachypterus","Philetor_brachypterus",FALSE,"546477",FALSE,"","1",0,"Asia","Philetor_brachypterus",NA,NA,NA
"746","phoniscus aerosa",0,0,0,NA,NA,NA,"phoniscus aerosa","Phoniscus_aerosa",FALSE,"3613694",FALSE,"","1",0,"Africa","Phoniscus_aerosa",NA,NA,NA
"747","phoniscus atrox",0,0,0,NA,NA,NA,"phoniscus atrox","Phoniscus_atrox",FALSE,"3613695",FALSE,"","1",0,"Asia","Phoniscus_atrox",NA,NA,NA
"748","phoniscus jagorii",0,0,0,NA,NA,NA,"phoniscus jagorii","Phoniscus_jagorii",FALSE,"25394",FALSE,"","1",0,"Asia","Phoniscus_jagorii",NA,NA,NA
"749","phoniscus papuensis",0,0,0,NA,NA,NA,"phoniscus papuensis","Phoniscus_papuensis",FALSE,"3613696",FALSE,"","1",0,"Oceania","Phoniscus_papuensis",NA,NA,NA
"751","phyllonycteris aphylla",0,0,0,NA,NA,NA,"phyllonycteris aphylla","Phyllonycteris_aphylla",FALSE,"546391",FALSE,"","1",0,"LA","Phyllonycteris_aphylla",NA,NA,NA
