"","species","filo_samps","hnv_samps","total_samps","filo_positive","hnv_positive","positive","search_string","unique_name","approximate_match","ott_id","is_synonym","flags","number_matches","surveyed","region","tree_species","filo_surv","hnv_surv","both_surv"
"752","phyllonycteris major",0,0,0,NA,NA,NA,"phyllonycteris major","Phyllonycteris_major",FALSE,"3613604",FALSE,"","1",0,"LA","Phyllonycteris_major",NA,NA,NA
"753","phyllonycteris poeyi",0,0,0,NA,NA,NA,"phyllonycteris poeyi","Phyllonycteris_poeyi",FALSE,"1066076",FALSE,"","1",0,"LA","Phyllonycteris_poeyi",NA,NA,NA
"754","phyllops falcatus",0,0,0,NA,NA,NA,"phyllops falcatus","Phyllops_falcatus",FALSE,"1066070",FALSE,"","1",0,"LA","Phyllops_falcatus",NA,NA,NA
"755","phyllostomus discolor",0,0,0,NA,NA,NA,"phyllostomus discolor","Phyllostomus_discolor",FALSE,"459982",FALSE,"","1",0,"LA","Phyllostomus_discolor",NA,NA,NA
"756","phyllostomus elongatus",0,0,0,NA,NA,NA,"phyllostomus elongatus","Phyllostomus_elongatus",FALSE,"1011474",FALSE,"","1",0,"LA","Phyllostomus_elongatus",NA,NA,NA
"758","phyllostomus latifolius",0,0,0,NA,NA,NA,"phyllostomus latifolius","Phyllostomus_latifolius",FALSE,"860216",FALSE,"","1",0,"LA","Phyllostomus_latifolius",NA,NA,NA
"759","pipistrellus abramus",0,0,0,NA,NA,NA,"pipistrellus abramus","Pipistrellus_abramus",FALSE,"570453",FALSE,"SIBLING_HIGHER","1",0,"Asia","Pipistrellus_abramus",NA,NA,NA
"760","pipistrellus adamsi",0,0,0,NA,NA,NA,"pipistrellus adamsi","Pipistrellus_adamsi",FALSE,"3613865",FALSE,"SIBLING_HIGHER","1",0,"Australia","Pipistrellus_adamsi",NA,NA,NA
"761","pipistrellus aero",0,0,0,NA,NA,NA,"pipistrellus aero","Pipistrellus_aero",FALSE,"3613867",FALSE,"SIBLING_HIGHER","1",0,"Africa","Pipistrellus_aero",NA,NA,NA
"762","pipistrellus angulatus",0,0,0,NA,NA,NA,"pipistrellus angulatus","Pipistrellus_angulatus",FALSE,"3613860",FALSE,"SIBLING_HIGHER","1",0,"Oceania","Pipistrellus_angulatus",NA,NA,NA
"763","pipistrellus ceylonicus",0,0,0,NA,NA,NA,"pipistrellus ceylonicus","Pipistrellus_ceylonicus",FALSE,"743848",FALSE,"SIBLING_HIGHER","1",0,"Asia","Pipistrellus_ceylonicus",NA,NA,NA
"764","pipistrellus collinus",0,0,0,NA,NA,NA,"pipistrellus collinus","Pipistrellus_collinus",FALSE,"3613862",FALSE,"SIBLING_HIGHER","1",0,"Oceania","Pipistrellus_collinus",NA,NA,NA
"765","pipistrellus coromandra",0,0,0,NA,NA,NA,"pipistrellus coromandra","Pipistrellus_coromandra",FALSE,"687569",FALSE,"SIBLING_HIGHER","1",0,"Asia","Pipistrellus_coromandra",NA,NA,NA
"767","pipistrellus endoi",0,0,0,NA,NA,NA,"pipistrellus endoi","Pipistrellus_endoi",FALSE,"3613870",FALSE,"SIBLING_HIGHER","1",0,"Asia","Pipistrellus_endoi",NA,NA,NA
"768","pipistrellus hesperidus",0,0,0,NA,NA,NA,"pipistrellus hesperidus","Pipistrellus_hesperidus",FALSE,"1053242",FALSE,"SIBLING_HIGHER","1",0,"Africa","Pipistrellus_hesperidus",NA,NA,NA
"769","pipistrellus hesperus",0,0,0,NA,NA,NA,"pipistrellus hesperus","Parastrellus_hesperus",FALSE,"1034632",TRUE,"","1",0,"NA","Parastrellus_hesperus",NA,NA,NA
"770","pipistrellus inexspectatus",0,0,0,NA,NA,NA,"pipistrellus inexspectatus","Pipistrellus_inexspectatus",FALSE,"3613839",FALSE,"SIBLING_HIGHER","1",0,"Africa","Pipistrellus_inexspectatus",NA,NA,NA
"772","pipistrellus kuhlii",0,0,0,NA,NA,NA,"pipistrellus kuhlii","Pipistrellus_kuhlii",FALSE,"867394",FALSE,"SIBLING_HIGHER","1",0,"Europe","Pipistrellus_kuhlii",NA,NA,NA
"773","pipistrellus maderensis",0,0,0,NA,NA,NA,"pipistrellus maderensis","Pipistrellus_maderensis",FALSE,"924729",FALSE,"SIBLING_HIGHER","1",0,"Europe","Pipistrellus_maderensis",NA,NA,NA
"774","pipistrellus minahassae",0,0,0,NA,NA,NA,"pipistrellus minahassae","Pipistrellus_minahassae",FALSE,"3613874",FALSE,"SIBLING_HIGHER","1",0,"Asia","Pipistrellus_minahassae",NA,NA,NA
"775","pipistrellus nanulus",0,0,0,NA,NA,NA,"pipistrellus nanulus","Pipistrellus_nanulus",FALSE,"685877",FALSE,"SIBLING_HIGHER","1",0,"Africa","Pipistrellus_nanulus",NA,NA,NA
"777","pipistrellus papuanus",0,0,0,NA,NA,NA,"pipistrellus papuanus","Pipistrellus_papuanus",FALSE,"3613877",FALSE,"SIBLING_HIGHER","1",0,"Asia","Pipistrellus_papuanus",NA,NA,NA
"778","pipistrellus paterculus",0,0,0,NA,NA,NA,"pipistrellus paterculus","Pipistrellus_paterculus",FALSE,"703412",FALSE,"SIBLING_HIGHER","1",0,"Asia","Pipistrellus_paterculus",NA,NA,NA
"779","pipistrellus permixtus",0,0,0,NA,NA,NA,"pipistrellus permixtus","Pipistrellus_permixtus",FALSE,"3613827",FALSE,"SIBLING_HIGHER","1",0,"Africa","Pipistrellus_permixtus",NA,NA,NA
"782","pipistrellus rueppellii",0,0,0,NA,NA,NA,"pipistrellus rueppellii","Pipistrellus_rueppellii",FALSE,"169161",FALSE,"SIBLING_HIGHER","1",0,"Africa","Pipistrellus_rueppellii",NA,NA,NA
"783","pipistrellus rusticus",0,0,0,NA,NA,NA,"pipistrellus rusticus","Pipistrellus_rusticus",FALSE,"790967",FALSE,"SIBLING_HIGHER","1",0,"Africa","Pipistrellus_rusticus",NA,NA,NA
"784","pipistrellus stenopterus",0,0,0,NA,NA,NA,"pipistrellus stenopterus","Pipistrellus_stenopterus",FALSE,"981288",FALSE,"SIBLING_HIGHER","1",0,"Asia","Pipistrellus_stenopterus",NA,NA,NA
"785","pipistrellus sturdeei",0,0,0,NA,NA,NA,"pipistrellus sturdeei","Pipistrellus_sturdeei",FALSE,"3613843",FALSE,"SIBLING_HIGHER","1",0,"Asia","Pipistrellus_sturdeei",NA,NA,NA
"786","pipistrellus subflavus",0,0,0,NA,NA,NA,"pipistrellus subflavus","Pipistrellus_subflavus",FALSE,"977400",FALSE,"SIBLING_HIGHER","1",0,"NA","Pipistrellus_subflavus",NA,NA,NA
"787","pipistrellus tenuis",0,0,0,NA,NA,NA,"pipistrellus tenuis","Pipistrellus_tenuis",FALSE,"687548",FALSE,"SIBLING_HIGHER","1",0,"Asia","Pipistrellus_tenuis",NA,NA,NA
"788","pipistrellus wattsi",0,0,0,NA,NA,NA,"pipistrellus wattsi","Pipistrellus_wattsi",FALSE,"3613849",FALSE,"SIBLING_HIGHER","1",0,"Oceania","Pipistrellus_wattsi",NA,NA,NA
"789","pipistrellus westralis",0,0,0,NA,NA,NA,"pipistrellus westralis","Pipistrellus_westralis",FALSE,"3613859",FALSE,"SIBLING_HIGHER","1",0,"Australia","Pipistrellus_westralis",NA,NA,NA
"790","platalina genovensium",0,0,0,NA,NA,NA,"platalina genovensium","Platalina_genovensium",FALSE,"823391",FALSE,"","1",0,"LA","Platalina_genovensium",NA,NA,NA
"791","platymops setiger",0,0,0,NA,NA,NA,"platymops setiger","Platymops_setiger",FALSE,"3613997",FALSE,"","1",0,"Africa","Platymops_setiger",NA,NA,NA
"792","platyrrhinus aurarius",0,0,0,NA,NA,NA,"platyrrhinus aurarius","Platyrrhinus_aurarius",FALSE,"132184",FALSE,"","1",0,"LA","Platyrrhinus_aurarius",NA,NA,NA
"793","platyrrhinus brachycephalus",0,0,0,NA,NA,NA,"platyrrhinus brachycephalus","Platyrrhinus_brachycephalus",FALSE,"295643",FALSE,"","1",0,"LA","Platyrrhinus_brachycephalus",NA,NA,NA
"794","platyrrhinus chocoensis",0,0,0,NA,NA,NA,"platyrrhinus chocoensis","Platyrrhinus_chocoensis",FALSE,"4943047",FALSE,"","1",0,"LA","Platyrrhinus_chocoensis",NA,NA,NA
"795","platyrrhinus dorsalis",0,0,0,NA,NA,NA,"platyrrhinus dorsalis","Platyrrhinus_dorsalis",FALSE,"981722",FALSE,"","1",0,"LA","Platyrrhinus_dorsalis",NA,NA,NA
"797","platyrrhinus infuscus",0,0,0,NA,NA,NA,"platyrrhinus infuscus","Platyrrhinus_infuscus",FALSE,"348435",FALSE,"","1",0,"LA","Platyrrhinus_infuscus",NA,NA,NA
"799","platyrrhinus recifinus",0,0,0,NA,NA,NA,"platyrrhinus recifinus","Platyrrhinus_recifinus",FALSE,"348438",FALSE,"","1",0,"LA","Platyrrhinus_recifinus",NA,NA,NA
"800","platyrrhinus umbratus",0,0,0,NA,NA,NA,"platyrrhinus umbratus","Platyrrhinus_umbratus",FALSE,"4943048",FALSE,"","1",0,"LA","Platyrrhinus_umbratus",NA,NA,NA
"801","platyrrhinus vittatus",0,0,0,NA,NA,NA,"platyrrhinus vittatus","Platyrrhinus_vittatus",FALSE,"348440",FALSE,"","1",0,"LA","Platyrrhinus_vittatus",NA,NA,NA
"802","plecotus alpinus",0,0,0,NA,NA,NA,"plecotus alpinus","Plecotus_macrobullaris",FALSE,"50014",TRUE,"","1",0,"Europe","Plecotus_macrobullaris",NA,NA,NA
"805","plecotus balensis",0,0,0,NA,NA,NA,"plecotus balensis","Plecotus_balensis",FALSE,"17470",FALSE,"","1",0,"Africa","Plecotus_balensis",NA,NA,NA
"806","plecotus kolombatovici",0,0,0,NA,NA,NA,"plecotus kolombatovici","Plecotus_kolombatovici",FALSE,"580539",FALSE,"","1",0,"Europe","Plecotus_kolombatovici",NA,NA,NA
"807","plecotus sardus",0,0,0,NA,NA,NA,"plecotus sardus","Plecotus_sardus",FALSE,"379175",FALSE,"","1",0,"Europe","Plecotus_sardus",NA,NA,NA
"808","plecotus taivanus",0,0,0,NA,NA,NA,"plecotus taivanus","Plecotus_taivanus",FALSE,"3613821",FALSE,"","1",0,"Asia","Plecotus_taivanus",NA,NA,NA
"809","plecotus teneriffae",0,0,0,NA,NA,NA,"plecotus teneriffae","Plecotus_teneriffae",FALSE,"264117",FALSE,"","1",0,"Europe","Plecotus_teneriffae",NA,NA,NA
"811","promops centralis",0,0,0,NA,NA,NA,"promops centralis","Promops_centralis",FALSE,"301613",FALSE,"","1",0,"LA","Promops_centralis",NA,NA,NA
"812","promops nasutus",0,0,0,NA,NA,NA,"promops nasutus","Promops_nasutus",FALSE,"3613991",FALSE,"","1",0,"LA","Promops_nasutus",NA,NA,NA
"814","ptenochirus minor",0,0,0,NA,NA,NA,"ptenochirus minor","Ptenochirus_minor",FALSE,"200150",FALSE,"","1",0,"Asia","Ptenochirus_minor",NA,NA,NA
"815","pteralopex acrodonta",0,0,0,NA,NA,NA,"pteralopex acrodonta","Mirimiri_acrodonta",FALSE,"48401",TRUE,"","1",0,"Oceania","Mirimiri_acrodonta",NA,NA,NA
"816","pteralopex anceps",0,0,0,NA,NA,NA,"pteralopex anceps","Pteralopex_anceps",FALSE,"3613527",FALSE,"","1",0,"Oceania","Pteralopex_anceps",NA,NA,NA
"817","pteralopex atrata",0,0,0,NA,NA,NA,"pteralopex atrata","Pteralopex_atrata",FALSE,"164526",FALSE,"","1",0,"Oceania","Pteralopex_atrata",NA,NA,NA
"818","pteralopex pulchra",0,0,0,NA,NA,NA,"pteralopex pulchra","Pteralopex_pulchra",FALSE,"3613526",FALSE,"","1",0,"Oceania","Pteralopex_pulchra",NA,NA,NA
"819","pteralopex taki",0,0,0,NA,NA,NA,"pteralopex taki","Pteralopex_taki",FALSE,"3613524",FALSE,"","1",0,"Oceania","Pteralopex_taki",NA,NA,NA
"820","pteronotus davyi",0,0,0,NA,NA,NA,"pteronotus davyi","Pteronotus_davyi",FALSE,"759858",FALSE,"","1",0,"LA","Pteronotus_davyi",NA,NA,NA
"821","pteronotus gymnonotus",0,0,0,NA,NA,NA,"pteronotus gymnonotus","Pteronotus_gymnonotus",FALSE,"554240",FALSE,"","1",0,"LA","Pteronotus_gymnonotus",NA,NA,NA
"822","pteronotus macleayii",0,0,0,NA,NA,NA,"pteronotus macleayii","Pteronotus_macleayii",FALSE,"554244",FALSE,"","1",0,"LA","Pteronotus_macleayii",NA,NA,NA
"824","pteronotus personatus",0,0,0,NA,NA,NA,"pteronotus personatus","Pteronotus_personatus",FALSE,"554238",FALSE,"","1",0,"LA","Pteronotus_personatus",NA,NA,NA
"825","pteronotus pristinus",0,0,0,NA,NA,NA,"pteronotus pristinus","Pteronotus_pristinus",FALSE,"3614025",FALSE,"","1",0,"LA","Pteronotus_pristinus",NA,NA,NA
"826","pteronotus quadridens",0,0,0,NA,NA,NA,"pteronotus quadridens","Pteronotus_quadridens",FALSE,"554242",FALSE,"","1",0,"LA","Pteronotus_quadridens",NA,NA,NA
"827","pteropus admiralitatum",0,0,0,NA,NA,NA,"pteropus admiralitatum","Pteropus_admiralitatum",FALSE,"164528",FALSE,"","1",0,"Oceania","Pteropus_admiralitatum",NA,NA,NA
"828","pteropus aldabrensis",0,0,0,NA,NA,NA,"pteropus aldabrensis","Pteropus_aldabrensis",FALSE,"1034141",FALSE,"","1",0,"Africa","Pteropus_aldabrensis",NA,NA,NA
"830","pteropus anetianus",0,0,0,NA,NA,NA,"pteropus anetianus","Pteropus_anetianus",FALSE,"673800",FALSE,"","1",0,"Oceania","Pteropus_anetianus",NA,NA,NA
"831","pteropus aruensis",0,0,0,NA,NA,NA,"pteropus aruensis","Pteropus_aruensis",FALSE,"3613485",FALSE,"","1",0,"Asia","Pteropus_aruensis",NA,NA,NA
"833","pteropus brunneus",0,0,0,NA,NA,NA,"pteropus brunneus","Pteropus_brunneus",FALSE,"3613470",FALSE,"","1",0,"Australia","Pteropus_brunneus",NA,NA,NA
"834","pteropus caniceps",0,0,0,NA,NA,NA,"pteropus caniceps","Pteropus_caniceps",FALSE,"3613500",FALSE,"","1",0,"Asia","Pteropus_caniceps",NA,NA,NA
"835","pteropus capistratus",0,0,0,NA,NA,NA,"pteropus capistratus","Pteropus_capistratus",FALSE,"609464",FALSE,"","1",0,"Oceania","Pteropus_capistratus",NA,NA,NA
"836","pteropus chrysoproctus",0,0,0,NA,NA,NA,"pteropus chrysoproctus","Pteropus_chrysoproctus",FALSE,"3613473",FALSE,"","1",0,"Asia","Pteropus_chrysoproctus",NA,NA,NA
"837","pteropus cognatus",0,0,0,NA,NA,NA,"pteropus cognatus","Pteropus_cognatus",FALSE,"673799",FALSE,"","1",0,"Oceania","Pteropus_cognatus",NA,NA,NA
"839","pteropus dasymallus",0,0,0,NA,NA,NA,"pteropus dasymallus","Pteropus_dasymallus",FALSE,"608040",FALSE,"","1",0,"Asia","Pteropus_dasymallus",NA,NA,NA
"840","pteropus faunulus",0,0,0,NA,NA,NA,"pteropus faunulus","Pteropus_faunulus",FALSE,"383385",FALSE,"","1",0,"Asia","Pteropus_faunulus",NA,NA,NA
"841","pteropus fundatus",0,0,0,NA,NA,NA,"pteropus fundatus","Pteropus_fundatus",FALSE,"744668",FALSE,"","1",0,"Oceania","Pteropus_fundatus",NA,NA,NA
"843","pteropus gilliardorum",0,0,0,NA,NA,NA,"pteropus gilliardorum","Pteropus_gilliardorum",FALSE,"3613472",FALSE,"","1",0,"Oceania","Pteropus_gilliardorum",NA,NA,NA
"844","pteropus griseus",0,0,0,NA,NA,NA,"pteropus griseus","Pteropus_griseus",FALSE,"3613499",FALSE,"","1",0,"Asia","Pteropus_griseus",NA,NA,NA
"845","pteropus howensis",0,0,0,NA,NA,NA,"pteropus howensis","Pteropus_howensis",FALSE,"3613475",FALSE,"","1",0,"Oceania","Pteropus_howensis",NA,NA,NA
"847","pteropus insularis",0,0,0,NA,NA,NA,"pteropus insularis","Pteropus_insularis",FALSE,"3613489",FALSE,"","1",0,"Oceania","Pteropus_insularis",NA,NA,NA
"848","pteropus intermedius",0,0,0,NA,NA,NA,"pteropus intermedius","Pteropus_intermedius",FALSE,"3613501",FALSE,"","1",0,"Asia","Pteropus_intermedius",NA,NA,NA
"849","pteropus keyensis",0,0,0,NA,NA,NA,"pteropus keyensis","Pteropus_keyensis",FALSE,"3613486",FALSE,"","1",0,"Asia","Pteropus_keyensis",NA,NA,NA
"850","pteropus leucopterus",0,0,0,NA,NA,NA,"pteropus leucopterus","Desmalopex_leucopterus",FALSE,"740197",TRUE,"","1",0,"Asia","Desmalopex_leucopterus",NA,NA,NA
"851","pteropus livingstonii",0,0,0,NA,NA,NA,"pteropus livingstonii","Pteropus_livingstonii",FALSE,"1034139",FALSE,"","1",0,"Africa","Pteropus_livingstonii",NA,NA,NA
"852","pteropus lombocensis",0,0,0,NA,NA,NA,"pteropus lombocensis","Pteropus_lombocensis",FALSE,"3613497",FALSE,"","1",0,"Asia","Pteropus_lombocensis",NA,NA,NA
"853","pteropus loochoensis",0,0,0,NA,NA,NA,"pteropus loochoensis","Pteropus_loochoensis",FALSE,"3613495",FALSE,"","1",0,"Asia","Pteropus_loochoensis",NA,NA,NA
"856","pteropus mahaganus",0,0,0,NA,NA,NA,"pteropus mahaganus","Pteropus_mahaganus",FALSE,"3613496",FALSE,"","1",0,"Oceania","Pteropus_mahaganus",NA,NA,NA
"857","pteropus mariannus",0,0,0,NA,NA,NA,"pteropus mariannus","Pteropus_mariannus",FALSE,"340692",FALSE,"","1",0,"Asia","Pteropus_mariannus",NA,NA,NA
"858","pteropus melanopogon",0,0,0,NA,NA,NA,"pteropus melanopogon","Pteropus_melanopogon",FALSE,"3613477",FALSE,"","1",0,"Asia","Pteropus_melanopogon",NA,NA,NA
"859","pteropus melanotus",0,0,0,NA,NA,NA,"pteropus melanotus","Pteropus_melanotus",FALSE,"3613493",FALSE,"","1",0,"Asia","Pteropus_melanotus",NA,NA,NA
"860","pteropus molossinus",0,0,0,NA,NA,NA,"pteropus molossinus","Pteropus_molossinus",FALSE,"340694",FALSE,"","1",0,"Oceania","Pteropus_molossinus",NA,NA,NA
"862","pteropus niger",0,0,0,NA,NA,NA,"pteropus niger","Pteropus_niger",FALSE,"673798",FALSE,"","1",0,"Africa","Pteropus_niger",NA,NA,NA
"863","pteropus nitendiensis",0,0,0,NA,NA,NA,"pteropus nitendiensis","Pteropus_nitendiensis",FALSE,"3613483",FALSE,"","1",0,"Oceania","Pteropus_nitendiensis",NA,NA,NA
"864","pteropus ocularis",0,0,0,NA,NA,NA,"pteropus ocularis","Pteropus_ocularis",FALSE,"673795",FALSE,"","1",0,"Asia","Pteropus_ocularis",NA,NA,NA
"865","pteropus ornatus",0,0,0,NA,NA,NA,"pteropus ornatus","Pteropus_ornatus",FALSE,"673796",FALSE,"","1",0,"Oceania","Pteropus_ornatus",NA,NA,NA
"866","pteropus pelewensis",0,0,0,NA,NA,NA,"pteropus pelewensis","Pteropus_pelewensis",FALSE,"3613502",FALSE,"","1",0,"Oceania","Pteropus_pelewensis",NA,NA,NA
"867","pteropus personatus",0,0,0,NA,NA,NA,"pteropus personatus","Pteropus_personatus",FALSE,"673804",FALSE,"","1",0,"Asia","Pteropus_personatus",NA,NA,NA
"868","pteropus pilosus",0,0,0,NA,NA,NA,"pteropus pilosus","Pteropus_pilosus",FALSE,"3613482",FALSE,"","1",0,"Oceania","Pteropus_pilosus",NA,NA,NA
"869","pteropus pohlei",0,0,0,NA,NA,NA,"pteropus pohlei","Pteropus_pohlei",FALSE,"744706",FALSE,"","1",0,"Asia","Pteropus_pohlei",NA,NA,NA
"871","pteropus pselaphon",0,0,0,NA,NA,NA,"pteropus pselaphon","Pteropus_pselaphon",FALSE,"3613492",FALSE,"","1",0,"Asia","Pteropus_pselaphon",NA,NA,NA
"872","pteropus pumilus",0,0,0,NA,NA,NA,"pteropus pumilus","Pteropus_pumilus",FALSE,"251394",FALSE,"","1",0,"Asia","Pteropus_pumilus",NA,NA,NA
"873","pteropus rayneri",0,0,0,NA,NA,NA,"pteropus rayneri","Pteropus_rayneri",FALSE,"156179",FALSE,"","1",0,"Oceania","Pteropus_rayneri",NA,NA,NA
"874","pteropus rennelli",0,0,0,NA,NA,NA,"pteropus rennelli","Pteropus_rennelli",FALSE,"3613488",FALSE,"","1",0,"Oceania","Pteropus_rennelli",NA,NA,NA
"875","pteropus rodricensis",0,0,0,NA,NA,NA,"pteropus rodricensis","Pteropus_rodricensis",FALSE,"610858",FALSE,"","1",0,"Africa","Pteropus_rodricensis",NA,NA,NA
"877","pteropus samoensis",0,0,0,NA,NA,NA,"pteropus samoensis","Pteropus_samoensis",FALSE,"99588",FALSE,"","1",0,"Oceania","Pteropus_samoensis",NA,NA,NA
"881","pteropus subniger",0,0,0,NA,NA,NA,"pteropus subniger","Pteropus_subniger",FALSE,"3613498",FALSE,"","1",0,"Africa","Pteropus_subniger",NA,NA,NA
"882","pteropus temminckii",0,0,0,NA,NA,NA,"pteropus temminckii","Pteropus_temminckii",FALSE,"813043",FALSE,"","1",0,"Asia","Pteropus_temminckii",NA,NA,NA
"883","pteropus tokudae",0,0,0,NA,NA,NA,"pteropus tokudae","Pteropus_tokudae",FALSE,"3613479",FALSE,"","1",0,"Oceania","Pteropus_tokudae",NA,NA,NA
"884","pteropus tonganus",0,0,0,NA,NA,NA,"pteropus tonganus","Pteropus_tonganus",FALSE,"610860",FALSE,"","1",0,"Oceania","Pteropus_tonganus",NA,NA,NA
"885","pteropus tuberculatus",0,0,0,NA,NA,NA,"pteropus tuberculatus","Pteropus_tuberculatus",FALSE,"3613478",FALSE,"","1",0,"Oceania","Pteropus_tuberculatus",NA,NA,NA
"886","pteropus ualanus",0,0,0,NA,NA,NA,"pteropus ualanus","Pteropus_ualanus",FALSE,"3613490",FALSE,"","1",0,"Oceania","Pteropus_ualanus",NA,NA,NA
"888","pteropus vetulus",0,0,0,NA,NA,NA,"pteropus vetulus","Pteropus_vetulus",FALSE,"99587",FALSE,"","1",0,"Oceania","Pteropus_vetulus",NA,NA,NA
"889","pteropus voeltzkowi",0,0,0,NA,NA,NA,"pteropus voeltzkowi","Pteropus_voeltzkowi",FALSE,"1034137",FALSE,"","1",0,"Africa","Pteropus_voeltzkowi",NA,NA,NA
"890","pteropus woodfordi",0,0,0,NA,NA,NA,"pteropus woodfordi","Pteropus_woodfordi",FALSE,"99590",FALSE,"","1",0,"Oceania","Pteropus_woodfordi",NA,NA,NA
"891","pteropus yapensis",0,0,0,NA,NA,NA,"pteropus yapensis","Pteropus_yapensis",FALSE,"3613494",FALSE,"","1",0,"Oceania","Pteropus_yapensis",NA,NA,NA
"894","rhinolophus adami",0,0,0,NA,NA,NA,"rhinolophus adami","Rhinolophus_adami",FALSE,"3614107",FALSE,"","1",0,"Africa","Rhinolophus_adami",NA,NA,NA
"898","rhinolophus beddomei",0,0,0,NA,NA,NA,"rhinolophus beddomei","Rhinolophus_beddomei",FALSE,"994640",FALSE,"","1",0,"Asia","Rhinolophus_beddomei",NA,NA,NA
"900","rhinolophus bocharicus",0,0,0,NA,NA,NA,"rhinolophus bocharicus","Rhinolophus_bocharicus",FALSE,"3614099",FALSE,"","1",0,"Asia","Rhinolophus_bocharicus",NA,NA,NA
"901","rhinolophus borneensis",0,0,0,NA,NA,NA,"rhinolophus borneensis","Rhinolophus_borneensis",FALSE,"662126",FALSE,"","1",0,"Asia","Rhinolophus_borneensis",NA,NA,NA
"902","rhinolophus canuti",0,0,0,NA,NA,NA,"rhinolophus canuti","Rhinolophus_canuti",FALSE,"3614119",FALSE,"","1",0,"Asia","Rhinolophus_canuti",NA,NA,NA
"903","rhinolophus capensis",0,0,0,NA,NA,NA,"rhinolophus capensis","Rhinolophus_capensis",FALSE,"787393",FALSE,"","1",0,"Africa","Rhinolophus_capensis",NA,NA,NA
"904","rhinolophus celebensis",0,0,0,NA,NA,NA,"rhinolophus celebensis","Rhinolophus_celebensis",FALSE,"656402",FALSE,"","1",0,"Asia","Rhinolophus_celebensis",NA,NA,NA
"905","rhinolophus clivosus",0,0,0,NA,NA,NA,"rhinolophus clivosus","Rhinolophus_clivosus",FALSE,"867386",FALSE,"","1",0,"Middle East","Rhinolophus_clivosus",NA,NA,NA
"907","rhinolophus cognatus",0,0,0,NA,NA,NA,"rhinolophus cognatus","Rhinolophus_cognatus",FALSE,"3614115",FALSE,"","1",0,"Asia","Rhinolophus_cognatus",NA,NA,NA
"908","rhinolophus convexus",0,0,0,NA,NA,NA,"rhinolophus convexus","Rhinolophus_convexus",FALSE,"3614116",FALSE,"","1",0,"Asia","Rhinolophus_convexus",NA,NA,NA
"909","rhinolophus cornutus",0,0,0,NA,NA,NA,"rhinolophus cornutus","Rhinolophus_cornutus",FALSE,"423033",FALSE,"","1",0,"Asia","Rhinolophus_cornutus",NA,NA,NA
"910","rhinolophus creaghi",0,0,0,NA,NA,NA,"rhinolophus creaghi","Rhinolophus_creaghi",FALSE,"215186",FALSE,"","1",0,"Asia","Rhinolophus_creaghi",NA,NA,NA
"911","rhinolophus darlingi",0,0,0,NA,NA,NA,"rhinolophus darlingi","Rhinolophus_darlingi",FALSE,"756659",FALSE,"","1",0,"Africa","Rhinolophus_darlingi",NA,NA,NA
"912","rhinolophus deckenii",0,0,0,NA,NA,NA,"rhinolophus deckenii","Rhinolophus_deckenii",FALSE,"3614097",FALSE,"","1",0,"Africa","Rhinolophus_deckenii",NA,NA,NA
"913","rhinolophus denti",0,0,0,NA,NA,NA,"rhinolophus denti","Rhinolophus_denti",FALSE,"759458",FALSE,"","1",0,"Africa","Rhinolophus_denti",NA,NA,NA
"916","rhinolophus euryotis",0,0,0,NA,NA,NA,"rhinolophus euryotis","Rhinolophus_euryotis",FALSE,"1052591",FALSE,"","1",0,"Asia","Rhinolophus_euryotis",NA,NA,NA
"918","rhinolophus formosae",0,0,0,NA,NA,NA,"rhinolophus formosae","Rhinolophus_formosae",FALSE,"103773",FALSE,"","1",0,"Asia","Rhinolophus_formosae",NA,NA,NA
"919","rhinolophus fumigatus",0,0,0,NA,NA,NA,"rhinolophus fumigatus","Rhinolophus_fumigatus",FALSE,"263942",FALSE,"","1",0,"Africa","Rhinolophus_fumigatus",NA,NA,NA
"920","rhinolophus guineensis",0,0,0,NA,NA,NA,"rhinolophus guineensis","Rhinolophus_guineensis",FALSE,"3614101",FALSE,"","1",0,"Africa","Rhinolophus_guineensis",NA,NA,NA
"921","rhinolophus hildebrandtii",0,0,0,NA,NA,NA,"rhinolophus hildebrandtii","Rhinolophus_hildebrandti",FALSE,"263944",TRUE,"","1",0,"Africa","Rhinolophus_hildebrandti",NA,NA,NA
"922","rhinolophus hilli",0,0,0,NA,NA,NA,"rhinolophus hilli","Rhinolophus_hilli",FALSE,"3614098",FALSE,"","1",0,"Africa","Rhinolophus_hilli",NA,NA,NA
"923","rhinolophus hillorum",0,0,0,NA,NA,NA,"rhinolophus hillorum","Rhinolophus_hillorum",FALSE,"3614086",FALSE,"","1",0,"Africa","Rhinolophus_hillorum",NA,NA,NA
"925","rhinolophus imaizumii",0,0,0,NA,NA,NA,"rhinolophus imaizumii","Rhinolophus_imaizumii",FALSE,"3614103",FALSE,"","1",0,"Asia","Rhinolophus_imaizumii",NA,NA,NA
"926","rhinolophus inops",0,0,0,NA,NA,NA,"rhinolophus inops","Rhinolophus_inops",FALSE,"656410",FALSE,"","1",0,"Asia","Rhinolophus_inops",NA,NA,NA
"927","rhinolophus keyensis",0,0,0,NA,NA,NA,"rhinolophus keyensis","Rhinolophus_keyensis",FALSE,"3614111",FALSE,"","1",0,"Asia","Rhinolophus_keyensis",NA,NA,NA
